a_voltage_V,b_max_voltage_V,c_current_A,d_resistance_mOhm,e_welding_energy_Ws,f_force_one_N,g_force_two_N,h_movement_one_um,i_movement_two_um,j_welding_time_ms,k_wear,machine_nr,time
1.168779,2.430171,3783.7156,433.74985,3311.616,181.5966,201.22607,441.43134,411.65732,722.32935,0,1,1164
1.7094741,2.3438811,3631.5427,437.40503,3312.0229,175.33742,177.20291,414.10703,411.97729,838.64191,0,1,1165
1.7717596,2.5068142,3690.5881,476.36716,3312.353,193.90491,183.8233,454.52628,426.92737,797.17212,0,0,1166
1.2595389,2.2185707,3506.1731,480.70831,3312.3711,177.05818,209.81201,414.35202,418.95297,850.19354,0,1,1167
1.4494523,2.1752715,3623.9788,428.11639,3312.2664,191.33932,179.38007,434.28024,414.61462,809.09277,0,0,1168
1.7167233,2.3435404,3846.9055,470.54883,3311.6941,185.19176,170.96121,415.27682,441.94043,839.22845,0,1,1169
1.1462098,2.3346748,3544.9375,445.90057,3312.1523,200.55803,195.29836,415.23309,424.29092,785.92389,0,0,1170
1.4333942,2.1848278,3527.8208,492.73859,3312.1692,187.99599,186.40031,417.3663,424.19217,832.97101,0,0,1171
1.8320515,2.2319427,3446.729,452.32074,3312.1277,188.13469,194.69345,406.72058,440.69492,862.72571,0,1,1172
1.5166003,2.3590083,3721.9482,475.75522,3311.6316,193.04411,189.46529,414.90982,429.12582,742.90381,0,0,1173
1.7250457,2.407675,3692.175,430.83447,3312.2166,192.77054,186.46593,422.74783,439.20377,841.70062,0,1,1174
1.446449,2.157335,3677.8535,433.91528,3311.927,181.51862,185.54027,417.44012,438.63803,833.22839,0,0,1175
1.7386492,1.9967415,3879.2102,471.45331,3311.8513,181.95963,195.1689,410.97415,408.08527,804.72076,0,1,1176
1.8619363,1.9589951,3564.6907,473.88193,3312.2229,179.44798,199.2039,431.65121,417.70007,857.30261,0,0,1177
1.6646314,2.0051837,3671.7222,464.46014,3311.8323,173.56778,196.8815,428.09122,434.89471,810.38525,0,0,1178
1.6584649,2.1543241,3795.6128,453.51694,3311.9141,176.6402,192.20705,419.00525,416.57074,753.81519,0,0,1179
1.7605224,2.6586945,3595.5276,493.84351,3311.7935,181.31828,189.14432,421.74707,434.27231,766.67249,0,0,1180
1.3153499,1.9535197,3478.5239,421.81378,3311.8533,192.53223,195.49188,415.44846,413.95282,855.50696,0,1,1181
1.848912,2.0200038,3905.8491,495.05344,3311.6306,179.93828,195.81264,432.27151,402.71561,823.59576,0,0,1182
1.499341,2.2234941,4003.7861,452.63034,3312.1829,189.47852,178.7025,412.43835,425.70541,885.78687,0,1,1183
1.4720142,2.0836577,3640.2832,408.23077,3312.1873,188.58658,187.43378,429.68204,415.61063,805.11902,0,1,1184
1.6110625,2.1034021,3602.2373,493.5773,3311.689,189.1553,174.80023,427.03732,424.5733,828.80182,0,0,1185
1.391103,1.8828453,3669.0803,420.68335,3312.0898,177.96754,187.84747,402.42285,440.00726,803.70929,0,1,1186
1.5740206,2.2038591,3594.0347,485.18259,3311.8953,174.9129,178.37582,417.04657,427.10291,907.99713,0,0,1187
1.8049921,1.9575801,3728.7795,480.14349,3312.0654,189.77509,191.93367,425.62195,400.82571,877.46527,0,0,1188
1.7361662,2.4296997,3834.428,419.47772,3311.95,186.07307,189.81352,410.0289,400.92816,771.54602,0,1,1189
1.5784903,1.9585643,3703.4187,466.20532,3311.6821,183.36093,186.1147,422.15503,449.48999,771.41675,0,0,1190
1.3899232,2.1745234,3595.5574,463.16537,3311.9658,181.61089,199.84215,394.28091,418.95355,735.37817,0,1,1191
1.4208541,2.0038385,3786.4741,502.57706,3311.9783,178.14642,191.96921,418.52222,435.13068,841.47766,0,1,1192
1.6115463,2.1866167,3496.134,452.6615,3312.0586,168.74777,186.34183,392.79617,433.46405,846.19238,0,0,1193
1.7638867,2.1297014,3579.8787,438.12347,3312.1697,182.14117,193.10353,427.83218,414.77209,877.33099,0,0,1194
1.6347545,2.1257825,3664.7861,463.57449,3312.1838,188.45502,176.37654,417.2269,421.28464,770.38989,0,0,1195
1.2216176,2.2804055,3706.8105,498.233,3311.9143,181.28613,188.43799,430.77563,441.23343,860.94366,0,1,1196
1.7215497,2.2005713,3745.906,494.89142,3312.1304,191.91522,183.40565,418.39706,415.98959,741.8667,0,1,1197
1.5254117,2.1172214,3894.8787,472.47021,3312.0261,184.26776,176.88017,410.26517,419.22308,679.65857,0,0,1198
1.0163565,2.1663973,3765.6289,422.51761,3312.0374,175.8074,182.14542,434.34335,424.71906,795.75275,0,1,1199
1.8583541,2.1045573,3498.2493,427.51685,3312.2949,192.8345,184.26025,409.31741,431.68362,689.54163,0,1,1200
1.6625046,2.15628,3786.8665,489.75101,3311.623,187.49844,198.57466,426.05508,422.00949,829.59229,0,0,1201
1.3719823,2.071336,3426.9819,436.42728,3311.8999,173.00569,181.86253,403.93582,402.98367,757.53058,0,0,1202
1.2163392,2.3084078,3675.7078,551.09344,3311.8306,179.01843,170.03932,428.28818,413.27008,819.86646,0,0,1203
1.6621869,2.0281909,3474.1052,445.92648,3311.9854,188.26318,171.32304,419.05328,429.70178,888.24951,0,0,1204
1.7407283,2.5185063,3700.7256,476.0022,3312.1477,201.12589,189.82481,409.49658,424.00339,799.09094,0,0,1205
1.7539585,1.9966257,3841.3523,426.27841,3311.9692,185.78615,198.14369,430.0907,408.22128,732.15723,0,0,1206
1.2336823,2.2292938,3454.1555,421.65012,3311.7012,182.95895,185.41833,409.44171,439.54556,807.80505,0,0,1207
1.1543989,2.3173065,3547.7329,441.06839,3312.0242,187.21747,197.37956,424.17651,413.57166,794.6004,0,1,1208
1.5466102,2.3946457,3805.7781,385.96252,3312.3557,188.847,186.16699,426.73718,423.40051,770.24939,0,1,1209
1.5372807,2.4897645,3661.5303,446.94485,3312.3306,182.28807,175.155,422.36725,411.74985,890.21057,0,0,1210
1.7889459,2.3514471,3543.8306,434.25015,3312.3757,189.21765,194.1436,413.20413,398.18915,796.388,0,1,1211
1.5866848,2.1570909,3643.1406,474.99759,3312.311,183.73306,184.89757,425.40555,428.15189,805.3988,0,1,1212
1.2362792,2.2877612,3573.3918,415.06,3312.394,188.74591,182.90825,429.22284,420.83475,798.44531,0,1,1213
1.0087192,2.4488711,3748.8481,483.80957,3312.1604,192.81694,183.52036,411.08295,418.80411,809.65558,0,1,1214
1.4398191,2.3881783,3616.1482,468.05637,3312.3645,180.11952,186.72873,422.48889,417.22775,815.73071,0,1,1215
1.3989826,2.3692174,3791.1692,497.64816,3312.0547,179.96283,195.94191,426.14517,444.21106,792.9953,0,0,1216
1.5235088,2.246696,3562.0383,506.27869,3312.3958,176.62354,196.73239,435.45935,431.4559,811.55133,0,0,1217
1.5860889,2.4938955,3538.5664,401.70135,3312.0112,184.07112,183.49985,412.24036,445.14285,832.72681,0,0,1218
1.514423,2.2823482,3586.7627,469.98785,3311.8635,192.91721,190.46478,427.33051,430.83716,660.02277,0,1,1219
1.5325307,1.9676136,3507.5332,472.0524,3312.2971,187.86852,177.97627,423.43378,436.11935,867.86218,0,1,1220
1.3472633,2.3948755,3537.1082,449.51913,3311.9495,184.60236,177.8889,417.62344,425.61707,870.80133,0,1,1221
1.462451,2.2120345,3780.8542,424.29257,3311.666,172.9597,186.47845,433.90555,404.87357,763.55634,0,0,1222
1.41491,2.2175746,3727.4099,468.79105,3312.0054,170.6543,184.52084,420.41263,441.33585,875.14966,0,0,1223
1.2107286,2.3813291,3690.1501,434.84848,3311.741,190.12538,194.59912,426.65085,408.60416,678.3385,0,1,1224
1.4788531,1.8332123,3613.9629,418.52859,3312.1111,184.2401,163.18535,427.95303,441.4939,847.3938,0,1,1225
1.0837687,2.4198966,3736.4224,464.45718,3312.4282,168.68796,170.45946,419.91891,449.72165,835.62646,0,0,1226
1.2460865,2.21085,3575.6321,452.67676,3312.3423,190.12207,195.64738,434.32449,412.05496,788.36041,0,0,1227
1.8562974,2.1388476,3581.3569,456.4248,3311.8909,190.15324,187.96652,407.57843,435.46707,879.67145,0,1,1228
1.1509999,2.298562,3694.2241,486.65668,3311.624,178.27272,177.92029,426.01422,408.95322,813.71277,0,1,1229
1.8091989,2.2949171,3537.958,470.23245,3311.5022,184.24203,190.57544,420.23212,414.29388,787.79224,0,0,1230
1.3136976,2.3814132,3753.2295,440.07269,3311.8096,174.38788,178.87762,429.08768,409.42798,778.2074,0,0,1231
1.4738134,2.1040976,3681.4973,498.9418,3311.7827,168.43077,173.21141,411.55322,429.20361,796.87726,0,1,1232
1.596185,2.3778393,3669.5176,474.65448,3312.0437,171.03595,180.22556,438.06372,416.19519,772.30487,0,1,1233
1.3995078,2.6209848,3757.0081,401.93488,3311.3748,181.90253,186.10408,414.0885,415.25101,896.48486,0,1,1234
1.6454679,2.1395755,3803.832,478.96378,3312.0637,185.89186,177.03848,416.02191,417.4335,855.48938,0,0,1235
1.7032543,2.1002359,3716.6272,446.30869,3311.7874,180.17453,183.29143,433.27917,413.00079,803.36829,0,1,1236
1.3641552,2.1687796,3663.7415,446.32275,3311.9146,194.76234,179.03523,433.83347,412.5412,805.60309,0,0,1237
1.7281581,2.2903688,3646.7891,464.29565,3312.3125,188.59225,183.85777,431.48511,414.37909,864.97552,0,0,1238
1.3176105,2.4726703,3452.0027,486.29013,3311.9739,189.69334,190.58879,442.08099,433.00275,830.17084,0,1,1239
1.3436099,2.2554295,3667.1514,434.73117,3312.1196,186.78862,193.68076,441.4563,440.38892,833.86774,0,0,1240
1.2679888,2.2758782,3668.2275,492.37921,3312.1606,181.81352,182.74707,421.82132,406.29898,726.48541,0,1,1241
1.755477,2.2321765,3800.1184,366.51428,3312.1167,187.85884,185.32051,440.26614,430.2446,737.71863,0,1,1242
1.5277452,2.0101418,3516.8645,408.94931,3312.2563,192.26465,192.35622,425.44623,427.07382,817.12238,0,1,1243
1.1815187,2.465095,3715.8677,510.06775,3311.8713,192.3699,188.35565,402.12839,418.94769,804.89758,0,0,1244
1.464363,2.0353305,3760.8315,479.50897,3312.0781,192.40527,174.2403,439.16638,433.33902,845.09271,0,1,1245
1.4600317,2.0608866,3552.8735,488.26346,3311.875,177.9313,179.19452,433.78525,431.38882,774.73413,0,0,1246
1.0883964,2.0302272,3749.9993,460.60178,3311.9185,182.34634,179.44908,455.23016,455.24036,895.35919,0,1,1247
1.5676548,2.2430561,3641.1047,462.99411,3311.9412,185.705,190.52058,429.75104,435.64789,868.72461,0,1,1248
1.5842253,2.3351252,3686.002,494.24435,3312.1233,184.49403,190.80608,412.33206,434.79047,829.98187,0,0,1249
1.5573392,2.233073,3776.9438,451.39819,3312.2178,163.73286,188.11916,430.94766,414.42581,832.70343,0,1,1250
1.2950423,2.0431404,3477.8584,448.00839,3312.1934,195.84761,187.03745,416.02283,427.07077,894.03992,0,1,1251
1.5651532,2.1135008,3599.2195,439.5141,3312.0469,178.66049,170.41577,432.41718,419.33401,840.51666,0,0,1252
1.8130391,2.1956253,3767.9048,437.8522,3312.3105,183.64493,191.78703,402.67374,419.18167,791.80096,0,0,1253
1.6741021,2.3798041,3514.5117,510.92206,3311.7986,174.6362,194.79747,433.74054,411.26776,767.35779,0,0,1254
0.91260284,2.1644218,3820.7493,400.92676,3312.1384,190.79677,187.30312,419.59171,414.95667,770.35919,0,1,1255
1.4753779,2.14832,3842.5654,438.38293,3312.0583,179.06981,186.01399,440.43326,419.76288,789.72241,0,0,1256
1.6182863,2.2163732,3626.3884,467.23032,3312.1045,179.2206,178.52211,430.57471,426.38898,814.71991,0,0,1257
1.4434668,2.3494384,3589.2505,435.71173,3312.1687,188.9108,179.63814,424.36652,437.2605,735.03485,0,0,1258
1.4582212,2.3054154,3759.541,510.42099,3312.0005,179.26512,167.31369,410.15076,424.00562,808.57623,0,1,1259
1.2636322,2.2733555,3619.7083,504.49072,3311.4167,181.52473,193.33981,425.25168,409.30377,741.85675,0,0,1260
1.725826,2.2027886,3427.6147,445.73267,3311.9695,190.59566,177.59395,437.9295,420.40585,806.92615,0,1,1261
1.075543,2.3786216,3697.7949,451.94058,3312.1169,187.39752,189.52934,413.13831,411.18457,813.54352,0,1,1262
1.6415436,2.2111013,3421.895,419.47913,3311.8872,181.07832,191.15349,408.4881,423.50613,812.30054,0,1,1263
1.6480155,2.0298719,3742.0046,496.457,3312.0984,188.37347,198.93785,414.38632,437.96738,862.98157,0,1,1264
1.3108051,2.2250364,3557.4941,442.93359,3311.8896,179.17043,188.8728,412.12946,413.98917,687.79706,0,0,1265
1.3919452,2.1626191,3809.3103,427.76398,3311.9602,172.79298,168.57918,421.39026,416.52527,732.68988,0,0,1266
1.5121385,2.3035033,3638.7251,460.92499,3311.5156,187.37955,188.93121,441.47122,423.46777,819.73541,0,1,1267
1.5652274,2.3146145,3496.7312,432.88242,3312.0728,183.22406,196.36765,424.30325,422.34256,771.22168,0,0,1268
1.4496908,2.358669,3626.2483,422.99466,3312.0317,198.60979,181.02155,429.9053,419.61508,792.22473,0,0,1269
1.1498331,2.1098485,3410,484.02161,3311.9385,181.6115,170.76094,426.49594,417.34698,810.73425,0,0,1270
1.5509635,2.154387,3430.0317,438.94705,3312.1582,188.23592,183.83679,423.53162,415.66519,789.25531,0,1,1271
1.2651399,2.3626275,3589.4346,423.35892,3312.1375,182.03682,195.39227,446.22937,418.30627,786.22174,0,1,1272
1.5429415,2.3318508,3784.9956,432.31088,3312.2556,184.51918,190.53409,419.97791,415.15216,866.53137,0,1,1273
1.5498019,2.046031,3734.0657,455.08801,3311.7556,187.20786,183.77937,426.79459,438.55637,750.42023,0,0,1274
1.7223761,2.1903391,3403.4722,495.59647,3312.2805,177.78426,184.91573,438.8765,423.21942,866.57581,0,0,1275
1.5084019,2.1229157,3576.48,502.90204,3311.8599,184.6133,181.6508,437.52408,432.7562,748.13953,0,1,1276
1.6237204,2.6319239,3459.4041,467.70538,3312.1013,169.62082,185.32768,431.68188,433.62061,701.03094,0,1,1277
1.1989042,2.0459216,3642.6431,450.95871,3312.3127,189.67937,185.22787,418.3103,404.41776,925.73541,0,1,1278
1.5600321,2.323133,3575.2344,495.51682,3311.8259,187.52617,190.10805,440.43454,401.94962,787.20459,0,1,1279
1.8603313,2.2099369,3653.7329,428.94659,3311.6477,172.98775,184.78821,427.95648,437.32477,786.54199,0,1,1280
1.4002982,2.2666628,3693.0405,460.52066,3312.0149,181.58484,182.61917,409.99118,405.3663,832.42889,0,0,1281
1.6914555,2.4595151,3527.4563,439.62418,3312.0559,165.43536,186.38853,419.03131,421.06543,879.513,0,1,1282
1.5990846,2.4406555,3667.8521,517.2558,3311.6426,187.22142,191.625,408.64365,417.83054,825.69128,0,0,1283
1.2302703,2.0779703,3659.4844,407.04868,3311.999,182.20763,188.00818,406.09686,415.30493,834.13904,0,1,1284
1.4876096,2.2963505,3461.2673,415.04422,3311.8674,189.4537,184.86916,439.30893,408.35049,872.05261,0,0,1285
1.0785164,1.9591597,3598.2051,436.30917,3311.9353,183.53902,180.35535,431.61111,409.88092,856.49677,0,0,1286
1.3643465,2.1673596,3724.8794,491.89807,3312.3892,176.57146,182.06261,421.07791,414.09515,890.15057,0,0,1287
1.648254,2.0950089,3938.6521,475.33588,3312.0962,187.51949,200.93185,406.45807,417.96991,769.66901,0,1,1288
1.0986069,2.1161582,3562.2578,489.94455,3311.9443,184.22116,182.39819,430.83615,429.1633,886.39294,0,0,1289
1.1579609,1.9850007,3822.575,437.5538,3311.8376,178.37184,183.83629,425.39337,418.28809,769.93909,0,0,1290
1.3085659,2.0144551,3875.49,470.60184,3311.6372,180.08112,188.40198,421.47293,422.84628,900.17169,0,0,1291
0.9005605,2.4345281,3760.155,472.59189,3311.3245,188.45891,186.40511,431.44168,412.46799,765.35419,0,1,1292
1.4285531,2.3029308,3720.3286,441.13126,3311.865,173.22984,181.84874,440.68655,410.47537,827.37225,0,0,1293
1.6810243,2.3170052,3511.218,417.18298,3312.9084,182.19998,185.82491,422.61258,391.76514,744.63165,0,1,1294
1.4224516,2.0176206,3442.3943,464.63431,3311.855,182.21451,183.30072,428.52948,421.62189,706.86096,0,0,1295
1.589523,2.3797009,3716.6531,423.49835,3312.2505,187.93065,178.4897,431.31454,434.06735,879.27704,0,0,1296
1.1971893,2.1314511,3366.2107,498.14008,3312.1677,186.61652,188.18755,432.59445,423.28479,780.17578,0,0,1297
1.3440505,2.4821928,3705.2471,407.64157,3312.1218,192.47812,182.05307,422.29797,412.83862,832.86316,0,0,1298
1.6288857,1.9590644,3478.5969,455.32062,3311.7334,199.98544,186.04221,414.82349,405.89822,824.42542,0,1,1299
1.5563661,2.1305273,3621.9778,491.37769,3312.0876,186.08505,179.49123,405.64264,408.1391,861.43719,0,1,1300
1.6361085,2.2674894,3637.2739,464.64368,3312.2131,178.68742,173.08656,396.50323,428.43433,775.91846,0,0,1301
1.2140958,2.0619509,3622.4929,450.23547,3312.2471,190.89583,181.34595,414.37259,427.9823,774.71167,0,0,1302
1.1254683,2.2548838,3733.218,428.46347,3311.7717,183.66365,180.16986,428.28549,424.34662,787.98419,0,1,1303
1.3959749,2.2225537,3625.9309,420.8006,3312.001,183.99283,186.11441,413.90811,403.84967,807.93658,0,0,1304
1.6554664,2.1212878,3740.4695,458.66269,3312.2168,183.43486,187.00244,405.33127,413.01105,745.56854,0,1,1305
1.7338953,2.0481651,3610.0378,417.93161,3311.7849,187.41264,199.50674,404.49509,419.0752,805.05377,0,0,1306
1.4052283,2.2186141,3592.2053,481.41064,3312.0969,178.94174,186.8326,430.62811,416.03363,719.8974,0,0,1307
1.5120912,2.4140632,3859.3955,429.2175,3312.1013,188.22633,174.0623,435.50577,411.89346,800.25183,0,1,1308
1.4171432,2.3416817,3583.1069,460.14957,3312.2537,186.16125,191.63147,418.95929,434.19406,826.77307,0,1,1309
1.5389934,2.6127646,3971.5984,473.13632,3311.9453,195.2518,171.5027,435.75937,431.6192,721.59344,0,1,1310
1.3119739,2.4547298,3521.022,464.39493,3312.2488,183.1312,190.84767,426.39215,428.42328,814.1427,0,0,1311
1.5156111,2.2992647,3620.905,420.86871,3311.7334,188.65578,201.37108,430.60013,400.2699,796.8988,0,0,1312
1.0854614,2.3340185,3678.1123,504.3587,3312.531,176.5728,189.82936,436.90277,419.72607,821.47876,0,0,1313
1.6882602,2.2754335,3762.145,435.05548,3312.2329,180.537,175.84674,421.14188,428.02182,831.07745,0,1,1314
1.3801757,2.3559337,3754.9373,431.90225,3312.0403,193.37657,183.62868,405.67072,436.70285,731.90143,0,1,1315
1.9652606,2.2918911,3623.1616,507.60379,3311.7949,187.00728,180.24832,425.45895,416.98056,875.73389,0,0,1316
1.3539909,2.2862635,3656.3936,432.18845,3312.0371,199.73547,199.53955,436.40305,415.7789,832.77808,0,1,1317
1.6356242,2.0880518,3549.8066,482.2829,3312.0293,182.04225,195.37283,416.43723,415.0629,757.07458,0,0,1318
1.2618248,2.2423606,3638.6997,438.50131,3311.9634,189.37561,170.58618,413.84851,416.93564,797.48346,0,1,1319
1.8724631,2.3676057,3965.9805,489.31995,3312.0554,180.72446,183.20982,451.18689,418.23132,936.19952,0,1,1320
2.1006398,2.1145601,3653.6416,397.26819,3311.8835,179.18558,191.32684,416.58566,428.10529,836.58539,0,1,1321
1.7891563,1.9611971,3877.6787,469.00659,3311.9812,183.15392,196.66745,424.04657,418.93973,894.58563,0,0,1322
1.3231562,2.164073,3591.7083,427.6478,3311.7905,183.78987,198.23347,424.37604,420.67026,744.07074,0,1,1323
1.7806302,2.1423383,3838.7402,446.87619,3311.8091,198.10828,187.81305,419.4426,417.65341,865.34656,0,1,1324
1.3523358,2.1260951,3493.0884,379.67993,3311.7363,182.18266,174.11105,412.1015,434.99295,798.53876,0,1,1325
1.7375281,2.063679,3598.8608,460.00906,3312.0811,179.38963,179.61823,438.96332,412.35263,808.90668,0,0,1326
1.5380889,2.3836505,3609.2927,502.0054,3311.8259,187.01721,176.26706,415.26801,380.48895,889.3819,0,1,1327
1.4563185,2.1233602,3873.0762,493.24817,3312.4646,181.27576,179.90247,438.18253,414.94028,834.57623,0,0,1328
1.3087591,2.2450707,3696.7161,503.94611,3312.1235,185.5538,182.36713,424.64999,436.38074,772.47961,0,1,1329
1.5129017,1.8688684,3613.6667,374.05014,3311.9124,188.21809,194.08647,409.05573,420.73257,786.81348,0,0,1330
1.3902625,2.1929567,3737.3989,492.89966,3311.7717,180.82359,181.4317,440.2742,444.70947,907.91125,0,0,1331
1.5683329,2.222369,3769.4539,399.43781,3312.0107,174.48495,191.19984,435.74234,431.94922,690.78766,0,1,1332
1.5562209,2.4575691,3440.2031,480.15775,3312.0842,182.24437,180.24344,418.00836,444.19171,822.59351,0,1,1333
1.5044794,2.3044198,3747.8354,438.76196,3312.5024,183.28128,191.84918,411.198,408.72128,718.75177,0,1,1334
1.300999,2.0455577,3573.6372,465.50693,3311.6528,182.10945,187.68135,428.50955,426.51532,820.13239,0,1,1335
1.4874401,2.1530311,3676.5024,488.64856,3312.0073,195.27417,184.10202,424.09708,403.76291,856.02808,0,1,1336
1.6598773,2.2641752,3603.2698,410.68433,3311.8674,175.98215,184.74948,405.55823,429.47781,869.64142,0,1,1337
1.0654198,2.0240848,3643.2483,425.06415,3312.2544,180.22896,183.49255,419.05603,403.43417,903.15344,0,0,1338
1.4529389,2.3480792,3496.9912,415.86905,3312.0513,183.24074,187.25279,414.84567,415.49136,834.08514,0,1,1339
1.5396552,2.1011317,3636.5181,484.97778,3312.0527,182.51562,192.50255,431.40048,392.65424,842.07959,0,1,1340
1.5271266,2.3610165,3634.834,406.60205,3312.0171,179.06654,182.22653,422.06122,424.17642,736.06677,0,0,1341
1.6860237,2.2950819,3743.5608,438.66229,3311.8894,176.62781,195.23608,409.73849,422.21536,832.95679,0,0,1342
1.5491072,2.2560527,3587.2351,474.02277,3312.1877,172.53571,182.80627,406.76419,430.67709,767.00891,0,0,1343
1.4930052,2.1623616,3586.3689,432.17844,3311.6475,182.19838,185.03317,433.17868,434.30499,831.96411,0,1,1344
1.8417698,2.3869781,3581.5737,439.82977,3312.0325,181.19011,179.36444,417.41632,418.69852,832.21619,0,1,1345
1.7080348,2.4946611,3495.0933,383.00916,3311.5659,184.81947,187.00529,394.01627,440.39514,800.90063,0,0,1346
1.6494952,2.5167542,3649.3162,471.07089,3311.8235,178.84975,192.78624,416.26682,407.0416,847.97205,0,0,1347
1.6243469,2.3930511,3934.532,494.71567,3312.283,186.09543,182.75609,421.38879,423.10999,795.40747,0,1,1348
1.5247048,2.2322161,3668.0017,498.39014,3312.1519,176.9509,191.95457,431.8479,413.31036,642.34802,0,0,1349
1.2206702,2.0326507,3880.551,437.99261,3312.2456,185.8221,185.73192,424.26193,442.10187,807.82697,0,1,1350
1.3357633,2.2275448,3589.5103,475.10745,3311.9565,179.20187,183.3351,414.5419,435.52322,761.32355,0,1,1351
1.8655736,2.2729871,3536.6575,454.36002,3312.3149,188.40559,179.44543,443.73151,421.02808,856.80414,0,0,1352
1.3230259,2.2930369,3808.2131,484.81528,3311.9932,194.61078,180.5733,412.68896,421.61429,760.79126,0,0,1353
1.4015441,1.9530555,3791.5142,466.50549,3311.7651,184.9872,186.15247,429.98218,423.3674,784.74878,0,1,1354
1.5537961,2.3411171,3606.1284,473.5542,3312.0518,180.00653,183.44962,421.94269,423.96671,743.25067,0,1,1355
1.7099886,2.1443849,3781.7493,464.90176,3312.2461,183.44455,191.17111,397.38724,407.1911,823.12579,0,0,1356
1.2018656,2.5185885,3726.417,470.75702,3312.1704,179.52751,196.03123,408.85318,410.78986,835.75372,0,1,1357
0.97150344,1.8432978,3541.6787,494.67102,3311.9531,206.15991,192.18701,441.58597,417.48285,832.37488,0,0,1358
1.3622141,2.5274498,3677.0173,510.55649,3312.252,186.77577,176.60167,422.07974,402.94684,911.49969,0,1,1359
1.3963561,2.3141253,3657.9221,451.26938,3312.0515,188.71349,188.48024,405.56012,448.98639,817.83325,0,1,1360
1.3639439,2.1170948,3601.7473,412.6506,3311.7673,186.73323,182.08954,419.06754,425.56952,743.2887,0,0,1361
1.4775168,2.0069888,3733.5085,502.87265,3312.1587,185.71515,197.77234,418.45609,405.93539,750.03912,0,0,1362
1.8867527,2.2685177,3554.9263,464.51331,3312.2334,189.9267,190.83463,437.65894,421.71222,754.88617,0,0,1363
1.316859,2.4709563,3591.7739,466.65295,3312.2749,187.12993,192.12454,407.07205,423.85657,828.97278,0,0,1364
1.1917146,2.2957764,3582.0068,385.34363,3312.114,171.40605,196.7307,428.75323,442.02145,850.33539,0,0,1365
1.613713,2.3504581,3912.0203,480.23972,3312.0598,182.4903,188.28812,417.48483,397.88736,784.7583,0,0,1366
1.7171614,2.2276449,3591.7847,470.28912,3311.6841,180.27089,193.77579,419.72565,421.02737,817.15515,0,0,1367
1.547277,2.2642262,3440.343,435.56116,3312.1829,185.1109,184.3968,447.17407,414.28482,765.24463,0,0,1368
1.2513762,2.0930095,3548.9224,445.50302,3311.8779,182.79332,200.31126,437.7478,402.0014,737.22046,0,0,1369
1.7421356,2.2632303,3639.9729,441.23965,3311.9229,182.97752,179.13223,403.35132,414.60263,881.65161,0,1,1370
1.3065606,2.1896374,3540.427,414.01477,3311.9573,192.60725,184.67288,431.67581,405.73938,890.71057,0,1,1371
1.5863115,2.2883334,3561.0488,409.22528,3311.9963,195.76128,193.14232,424.70847,429.95358,881.48816,0,0,1372
1.842635,2.1547608,3457.0691,441.68216,3311.9167,181.40179,183.81929,381.10431,434.46335,850.71857,0,0,1373
1.2388706,2.387604,3834.5037,487.017,3312.0703,184.20447,185.92912,425.38489,436.26129,871.13165,0,0,1374
1.5376879,2.4821601,3612.0032,465.69693,3311.9302,183.33983,182.0208,430.81836,411.06589,839.72388,0,1,1375
1.906306,2.0006397,3603.9861,430.22321,3312.3435,188.21356,175.86197,415.86853,433.19775,742.34125,0,0,1376
1.8024611,2.4070575,3562.353,496.03134,3312.0732,184.1962,203.78973,427.12051,425.40714,923.37732,0,1,1377
0.83069551,2.2662575,3795.5684,424.11737,3312.0725,185.85349,176.91112,426.99777,419.28806,811.87433,0,1,1378
1.4662796,2.3270354,3693.1384,509.77975,3311.9141,184.77539,191.01445,415.69794,418.8779,802.91742,0,0,1379
1.4634124,2.3785028,3773.9216,442.96979,3311.9031,177.68469,178.51984,434.12326,394.49661,821.21545,0,0,1380
1.542243,2.0388787,3769.0784,442.6232,3311.8262,193.43375,182.61804,436.3154,431.90363,830.33704,0,1,1381
1.5867903,2.0907712,3795.8015,431.13058,3311.8706,173.59529,179.77596,419.26733,431.34912,786.35132,0,1,1382
1.3811879,2.3684032,3633.6062,479.79614,3311.8945,185.52853,187.88751,426.33398,435.30017,801.87439,0,1,1383
1.4611205,2.0880952,3780.0959,375.44327,3311.9775,172.84268,174.74287,427.3638,386.61481,887.89215,0,0,1384
1.9361964,2.2828617,3747.9414,395.36115,3311.7263,195.3981,191.1082,414.97812,456.48431,830.37494,0,1,1385
1.3895227,2.2752113,3624.3,504.26129,3312.4216,180.94734,184.04242,433.07269,415.60043,854.28717,0,0,1386
1.3856834,2.1307795,3565.6157,433.50806,3312.1069,178.57254,185.57628,415.90216,427.53311,813.80029,0,1,1387
1.1141804,2.2968264,3698.9585,411.45578,3311.7529,187.27774,172.42538,423.48456,420.76257,792.8349,0,1,1388
1.662008,2.1904244,3444.679,444.80008,3311.9802,196.55211,178.31256,423.31812,421.53412,861.89203,0,1,1389
1.5767323,2.129966,3792.5715,400.72446,3311.814,185.1389,190.40189,417.03897,416.22171,776.44733,0,0,1390
1.3981179,2.0952368,3822.8965,463.27802,3312.3206,180.72775,184.73946,445.87939,412.70676,901.09192,0,0,1391
1.3555629,2.1660781,3400.342,479.35779,3312.3086,194.48904,190.22067,427.9982,424.02588,783.23822,0,1,1392
