a_voltage_V,b_max_voltage_V,c_current_A,d_resistance_mOhm,e_welding_energy_Ws,f_force_one_N,g_force_two_N,h_movement_one_um,i_movement_two_um,j_welding_time_ms,k_wear,machine_nr,time
1.287255,2.2906423,3758.1042,419.16748,3312.1411,179.45663,197.96849,428.3754,427.4371,769.62274,0,1,2040
1.533103,2.3399568,3689.1582,431.53738,3311.7566,181.14925,177.51237,428.2117,404.93625,777.16229,0,1,2041
0.98658627,2.1294019,3524.6267,472.76065,3312.0803,165.13512,167.59178,430.81262,445.8291,862.92932,0,1,2042
1.6920757,1.9733373,3517.5691,420.4252,3311.9575,177.78136,177.00027,420.33047,425.53391,832.5141,0,0,2043
1.6275349,2.3919818,3772.4927,462.60507,3311.8245,184.41652,178.67757,442.33582,422.19861,820.19,0,1,2044
1.2072195,2.272083,3734.4404,464.12485,3312.1106,181.44495,199.42261,409.55029,434.50735,740.45782,0,1,2045
1.6425283,2.0646064,3716.689,482.01254,3312.1384,180.99651,180.84561,429.66031,449.34659,799.19769,0,0,2046
1.923466,2.1831281,3479.3882,445.21527,3311.9368,189.63396,201.76541,418.46655,414.78915,860.96497,0,1,2047
1.2957829,2.3542879,3599.7603,460.61469,3311.6021,183.9606,207.91371,421.86832,409.6069,829.11993,0,1,2048
1.4620221,1.9674962,3651.481,407.36847,3311.8621,182.13815,186.31282,427.82556,425.44904,782.18927,0,1,2049
1.297402,2.2022586,3663.9988,457.85809,3312.1001,188.13,192.05656,422.4234,426.54514,750.86786,0,0,2050
1.6141491,2.3337734,3588.1309,443.99548,3311.856,191.99152,184.51741,412.37015,421.86047,771.29504,0,1,2051
1.3446319,2.2280877,3890.8894,450.55322,3312.3865,194.05022,186.40443,412.44656,412.98019,816.33875,0,1,2052
1.1577975,1.9266446,3639.8311,464.57394,3311.9482,176.25194,188.33884,431.40152,422.53336,826.64648,0,0,2053
1.5254655,2.2286985,3479.0981,481.63089,3312.0449,171.1256,177.26111,425.02713,434.98145,774.75574,0,1,2054
1.4277031,2.0204597,3698.228,443.06418,3311.7144,186.70039,176.62633,417.40579,415.74631,833.00934,0,0,2055
1.5799153,2.3882048,3560.6611,422.34729,3311.7249,184.74075,190.60344,408.37112,422.55975,770.17584,0,1,2056
1.6091208,2.5130115,3568.509,468.98917,3311.8984,190.16484,186.17403,415.0249,420.58807,869.95496,0,1,2057
1.5186654,2.2667589,3856.5576,510.42715,3312.0784,180.00635,187.64455,448.55585,410.21671,832.297,0,1,2058
1.491037,2.3394156,3603.4316,508.58649,3312.1138,187.33125,199.7859,425.40561,429.02029,883.69427,0,1,2059
1.5858331,2.3934858,3682.3389,478.59821,3311.7454,173.65314,187.56049,425.63391,407.93762,723.34125,0,1,2060
1.6288985,2.1253459,3820.1541,436.3212,3311.7957,191.52217,205.702,437.36389,421.76578,876.34833,0,1,2061
1.2720284,2.1999719,3650.9788,471.71191,3312.0859,181.29391,186.17262,425.58545,414.86877,813.90033,0,0,2062
1.3002012,2.2821352,3596.3596,408.6973,3312.0969,187.30266,183.51151,421.93381,410.76334,859.14838,0,1,2063
2.1427982,2.2842379,3645.7568,451.83093,3312.0747,191.36258,182.01645,410.5488,423.29541,744.31818,0,0,2064
1.8520899,2.2967641,3618.7429,442.04114,3312.0276,171.7766,183.18108,412.26028,421.08472,744.7265,0,1,2065
1.4187404,2.1549506,3575.1919,464.76495,3312.2104,183.81827,182.66188,440.96786,424.33658,850.17084,0,1,2066
1.2917173,2.1697328,3698.1626,495.04892,3312.0889,180.51187,195.33366,441.0751,423.07211,810.2829,0,1,2067
1.4547591,2.1034184,3754.1909,491.39072,3311.8435,163.16338,197.8741,420.12222,418.98071,915.67694,0,0,2068
1.2068733,2.4163313,3598.5447,468.39102,3312.2812,168.02684,171.50879,437.79086,435.06055,872.20239,0,0,2069
1.1003907,2.15697,3374.8149,479.72665,3311.8784,183.5658,203.55577,434.40244,434.98856,829.39087,0,0,2070
1.4375476,2.1777306,3696.8701,465.20703,3312.1995,194.53932,190.55365,416.90405,413.59793,781.86322,0,1,2071
1.6346366,2.043066,3627.3284,484.4512,3312.2937,181.84544,181.72934,414.95786,413.29474,784.61682,0,0,2072
1.1747205,2.1792336,3508.415,441.35684,3312.1099,189.25417,177.2408,418.41269,427.07166,832.76746,0,1,2073
1.6968111,2.0347037,3784.1182,423.95013,3311.6235,199.11342,190.37407,425.41385,413.08435,779.14587,0,1,2074
1.5802506,1.9293436,3749.6809,437.59067,3312.094,182.61929,187.44162,424.38449,434.4747,752.30249,0,1,2075
1.5628487,2.0883558,3725.8552,426.90964,3311.5701,177.67841,184.38531,417.67648,418.67441,736.896,0,0,2076
1.7823137,2.0385058,3600.4875,484.07428,3312.1943,173.03789,183.23164,422.91678,425.20865,775.73279,0,1,2077
1.4076508,2.2666705,3752.8284,401.21701,3312.0095,186.34441,189.72238,423.87585,433.31024,841.1687,0,1,2078
1.5450894,2.0520315,3925.9277,495.63327,3312.001,182.62891,186.16331,424.35779,409.03143,837.63037,0,0,2079
1.1976798,2.3448439,3725.3662,446.17905,3311.6863,192.72823,190.33287,424.60236,434.57501,722.60931,0,1,2080
1.646318,2.2249923,3513.1052,494.84897,3311.7349,183.24324,183.97179,433.56668,429.51413,739.44873,0,1,2081
1.5227646,2.2259667,3566.3042,488.35077,3312.2322,182.76253,200.68748,435.59109,426.14005,802.81207,0,1,2082
1.5743371,2.3114269,3804.5671,481.84531,3312.1792,193.76228,176.06139,437.64243,420.42993,795.27094,0,1,2083
1.1164126,2.2940955,3700.9736,471.18884,3312.2705,177.03654,188.77132,429.30322,419.16858,865.26434,0,0,2084
1.3831694,2.4859345,3678.0088,449.24011,3312.2056,188.02673,184.44875,407.08582,426.8992,885.0058,0,0,2085
1.7309026,2.071245,3563.9067,499.45865,3312.2717,190.34225,187.85356,419.50095,412.68289,787.35834,0,0,2086
1.6919386,2.1802511,3560.834,441.00662,3312.1992,168.91197,188.05493,435.78049,420.48355,829.99188,0,1,2087
1.7634276,2.091151,3599.1128,460.19049,3311.6948,180.40845,182.50781,421.28531,401.72595,800.30499,0,1,2088
1.6138208,2.6005795,3695.5525,416.65829,3311.5461,189.39052,190.51515,419.11862,425.64639,844.18951,0,0,2089
1.6269413,2.2994697,3698.084,456.91122,3311.5781,182.01276,187.82207,435.58743,415.45956,704.48468,0,1,2090
1.4285996,2.1746309,3700.6138,418.07874,3312.4309,175.23441,204.60477,424.48236,409.63174,696.99609,0,1,2091
1.3045355,2.2519696,3546.6116,463.8259,3312.0681,180.92165,175.76701,407.75653,415.0195,919.8493,0,1,2092
1.3364903,2.2997155,3739.6243,460.67862,3311.823,184.34203,183.17943,425.3309,401.81464,792.85931,0,0,2093
1.999549,2.2009757,3501.4856,476.66577,3311.8367,187.67372,183.2467,426.86118,425.13828,778.43274,0,1,2094
1.4669528,2.260973,3891.7705,416.28165,3312.0645,169.86467,181.78822,410.96423,423.07608,740.22552,0,1,2095
1.4089108,2.1626136,3647.033,448.24329,3312.114,188.31204,185.78635,416.24976,431.86893,753.71869,0,0,2096
1.3159178,1.9286699,3614.167,453.28564,3312.0527,177.95937,184.1236,429.79947,418.96561,810.52484,0,0,2097
1.4547316,2.1809826,3533.9802,457.29019,3312.532,196.3623,191.70419,419.11874,415.81857,792.04901,0,1,2098
1.5238334,2.0247931,3495.2625,541.75061,3312.4915,192.78586,178.5394,421.02313,400.54523,797.6474,0,0,2099
1.4028219,1.9217973,3624.0312,486.54556,3311.8596,178.26413,173.57733,426.44644,442.73877,757.57684,0,1,2100
1.3431093,2.1556954,3648.9502,438.41138,3311.811,182.02658,198.29204,426.93878,435.20026,809.72418,0,1,2101
1.3634136,2.2455447,3640.5417,500.52466,3312.3477,183.19087,192.51727,423.14267,443.74707,783.10205,0,1,2102
1.2807142,1.9977289,3433.0393,505.41522,3311.967,181.18919,180.382,420.87259,419.27533,755.85736,0,1,2103
1.5117185,2.082895,3583.2695,476.73935,3311.9922,176.03415,176.69952,436.87186,409.52811,703.86841,0,1,2104
1.6366928,2.1194084,3556.6238,421.95703,3312.1677,184.27493,185.39143,411.0647,422.15146,765.61096,0,0,2105
1.4231195,2.1242979,3680.3979,426.23712,3311.8538,189.73499,192.92297,436.30969,422.02341,800.9104,0,0,2106
1.3145533,2.3797469,3790.7883,430.83734,3312.0903,189.25832,195.16844,422.53659,433.34195,888.66437,0,0,2107
1.4330479,2.270736,3651.7031,458.0029,3312.2437,196.89427,200.96126,433.4404,423.23773,777.42004,0,0,2108
1.1895099,2.2394586,3901.9285,508.88223,3312.1257,196.39023,188.2713,418.84567,421.57672,834.94183,0,0,2109
1.3831433,2.1532156,3714.2231,447.15399,3311.8357,178.82742,184.30548,421.15173,416.40128,801.67993,0,1,2110
0.95838851,2.3897736,3830.1602,446.82291,3311.9558,191.30119,181.87946,417.63376,417.50085,771.17511,0,0,2111
1.6161693,2.3051507,3610.6384,480.01855,3311.7747,181.6478,185.92711,432.12958,422.08093,841.9588,0,1,2112
1.7415997,2.2657039,3601.9717,467.93582,3312.2546,183.8567,197.63548,424.02725,429.16934,855.78589,0,0,2113
1.5524457,2.1537139,3498.083,499.92508,3311.8955,186.93471,186.84723,420.89639,439.97882,790.42212,0,0,2114
1.5263382,2.2737949,3804.6743,456.44107,3311.541,181.45641,178.52315,445.47711,427.67398,883.5105,0,0,2115
1.0417606,2.3497677,3726.0918,442.33215,3311.9231,196.05772,183.20631,421.06396,424.6503,787.1582,0,1,2116
1.7181511,2.1495967,3767.9827,459.5498,3312.0149,193.60358,196.98067,423.74921,419.14865,737.65686,0,0,2117
1.5288223,2.5136182,3648.8069,519.51434,3312.2041,187.90538,183.44652,406.19354,426.31641,828.55939,0,1,2118
1.526702,1.8900309,3577.1143,379.96768,3312.1479,183.64638,171.80498,421.79184,434.75641,762.64661,0,0,2119
1.7220755,2.2233505,3705.2896,445.03952,3312.012,180.4088,184.95218,427.20877,419.01334,884.99817,0,0,2120
1.6666201,1.9280283,3732.1389,463.80826,3311.8982,200.84224,196.30627,436.83112,406.9935,735.33594,0,1,2121
1.7591065,2.5189795,3931.707,364.98633,3311.8054,181.04291,194.55858,415.92523,426.15494,814.85779,0,1,2122
1.3902605,2.2193465,3538.5818,372.59933,3312.113,189.00966,183.59779,432.87747,409.20447,840.91541,0,0,2123
1.2759163,1.9869868,3840.9937,443.35062,3312.0569,180.52563,183.64058,416.34833,427.52802,905.65674,0,0,2124
1.6366706,2.2049191,3827.8733,476.89163,3312.0833,183.37524,191.13165,431.66357,400.43887,851.37738,0,0,2125
1.2455168,2.2281504,3723.7129,477.18622,3312.2573,184.76134,187.81758,413.4899,411.86179,730.18292,0,0,2126
1.4231846,2.0077548,3657.3586,408.39767,3312.1577,181.71066,169.50607,429.75342,409.23111,805.1936,0,0,2127
1.8128788,2.0359068,3879.0327,508.8121,3312.0542,182.52094,189.75861,433.81912,408.01172,757.32318,0,1,2128
1.2365129,1.9770914,3498.8193,505.70569,3312.158,184.58441,185.18135,419.84711,419.58459,840.96515,0,1,2129
1.4996458,2.2897058,3541.9111,438.1506,3312.1929,186.61287,208.09816,418.58594,433.37024,883.64954,0,1,2130
1.2795976,2.24788,3699.4131,422.1752,3311.8638,177.35902,187.83978,420.63589,440.13467,791.80975,0,0,2131
1.5129991,2.0882564,3638.7112,506.01349,3311.6445,186.67207,188.31287,411.17996,448.42844,843.2019,0,1,2132
1.9244791,2.203511,3551.6072,474.50723,3312.0002,175.77327,199.4297,424.38046,430.02313,768.42517,0,1,2133
1.0687398,2.0457728,3664.584,422.73703,3312.4021,198.06557,176.13069,430.63934,405.38458,811.62396,0,0,2134
1.3129983,2.1051772,3592.5684,417.32816,3311.752,180.69225,206.28836,409.03961,410.72253,769.28687,0,1,2135
1.885252,2.170181,3643.6318,423.37183,3312.3503,203.60777,199.47009,425.01331,408.52481,872.87579,0,0,2136
1.5544844,2.0854752,3614.1951,435.57083,3311.915,169.00235,196.22339,409.85593,439.49686,848.78174,0,1,2137
1.3529047,2.3259895,3625.6355,446.33237,3312.1799,171.3623,180.90334,427.43573,415.66452,764.07141,0,0,2138
1.1862372,1.8992865,3575.8936,448.10281,3312.1853,185.09534,203.90742,453.06015,404.19342,848.53638,0,0,2139
1.6606293,2.2955046,3882.3777,398.79343,3311.7312,179.26619,184.81125,440.73029,416.19995,783.37134,0,0,2140
1.2770368,2.2178402,3707.7703,397.19632,3311.8057,178.89236,195.07764,425.32062,435.83353,795.65887,0,0,2141
1.6290563,2.3049197,3615.6343,386.67856,3312.2026,176.81459,190.69702,430.12906,419.67441,710.36627,0,0,2142
1.5571349,2.4504573,3407.6602,412.07236,3312.4131,185.23631,191.0789,406.64508,419.56363,789.31079,0,1,2143
1.1452531,2.1620245,3780.2214,412.18616,3311.824,189.1402,181.73723,429.25031,400.06888,785.42456,0,1,2144
1.4598497,2.4042559,3686.1123,455.57968,3312.1807,192.90347,192.72519,432.93939,423.96591,791.51154,0,0,2145
1.8802992,2.3546913,3639.5583,451.22882,3312.051,191.03011,178.80241,426.93021,414.55551,765.15979,0,1,2146
1.013871,2.440079,3669.355,407.09595,3312.1465,197.07504,189.8045,417.57541,426.44073,811.16052,0,1,2147
1.7306992,2.0355444,3604.5867,438.42126,3311.8743,178.00661,186.31607,415.43915,416.8508,885.90051,0,1,2148
1.2417953,2.3072574,3657.1873,508.73062,3312.2346,184.27844,169.72136,444.7572,442.55429,837.50415,0,1,2149
1.5051527,2.0996876,3569.4648,482.77805,3312.0591,182.75969,181.97287,434.28824,425.43085,767.87372,0,1,2150
1.600917,2.3501599,3783.6836,496.51257,3312.2593,178.85327,176.55022,397.08716,428.08517,724.23688,0,1,2151
1.0945385,2.1984112,3465.458,472.66455,3311.7937,186.97363,186.25949,419.58264,404.45667,908.39709,0,1,2152
1.780092,2.0709398,3590.4512,474.05621,3312.0547,185.50128,205.63364,453.15414,427.68277,764.96143,0,0,2153
1.4501785,2.1660416,3636.3992,514.94702,3312.2754,189.71973,185.71684,437.28839,418.87064,789.79034,0,0,2154
1.7478802,2.1653533,3738.5935,441.79477,3311.5876,190.28015,192.19444,414.97296,415.10144,899.6261,0,1,2155
1.4126375,2.2720659,3759.9866,425.56668,3312.6555,175.77818,178.79677,440.91632,423.87897,768.14484,0,1,2156
0.97423387,2.2295656,3719.1633,474.74118,3311.9358,180.79123,199.74397,402.97443,432.15808,815.98889,0,1,2157
1.6951773,1.9889003,3730.8208,438.37222,3311.9124,192.40045,180.53645,434.10373,410.89706,775.4682,0,1,2158
1.6209986,2.0009093,3856.7175,445.6467,3311.772,190.19212,204.36661,412.2157,418.38351,884.46387,0,0,2159
1.4889023,2.07533,3605.6597,486.15671,3311.9546,180.24197,178.77496,417.25763,425.31281,829.81586,0,1,2160
1.5834404,1.9786812,3734.5254,402.4198,3311.6714,194.77463,198.70732,411.32629,420.22214,810.39618,0,1,2161
2.1089432,2.3606167,3689.9148,383.43335,3311.7886,168.5482,178.80949,408.98203,439.29715,795.48816,0,0,2162
1.2974547,2.2016294,3610.4819,457.00815,3312.4846,190.92435,191.9751,409.79788,435.3334,742.86646,0,0,2163
1.8061758,2.3001759,3776.9954,430.10742,3311.7859,191.6765,185.75912,434.0538,432.24872,917.33746,0,1,2164
1.4395853,2.4006989,3650.5398,469.75177,3311.72,184.27412,189.9444,432.43378,402.78046,747.90118,0,1,2165
1.6999078,2.1492822,3690.9158,407.7644,3311.9707,192.19685,173.40108,443.99896,425.83231,778.96466,0,0,2166
1.79298,2.227874,3778.9998,462.48633,3311.9458,174.7468,185.806,420.41977,416.10645,836.98779,0,1,2167
0.96538657,2.2285333,3527.0908,435.19775,3312.0745,177.92664,200.99535,414.05081,430.37445,728.35236,0,1,2168
1.4118228,2.1206176,3739.5916,438.96774,3311.5525,186.78609,192.49605,399.26578,404.9183,817.98468,0,0,2169
1.9233786,2.3491094,3576.1917,413.81467,3312.3521,185.46635,185.67126,431.3735,421.07806,800.23615,0,1,2170
1.4358398,2.099757,3559.1274,526.34198,3311.8193,197.93555,193.21219,428.23846,428.31799,787.59833,0,0,2171
1.4188849,2.1503279,3646.6553,516.40369,3312.1201,185.75551,187.75159,444.4765,408.79953,805.61316,0,1,2172
1.550724,2.1011622,3673.0964,398.44012,3311.6794,179.85219,173.01317,419.0625,420.32828,871.24365,0,0,2173
1.6657482,2.2081792,3726.7734,462.49384,3312.0583,188.48949,182.0941,436.52875,398.21707,818.20728,0,1,2174
1.0777354,2.1343889,3758.3252,454.47961,3312.1384,189.24135,202.87083,420.38281,435.73822,857.2229,0,1,2175
1.6617175,2.1532075,3532.9312,436.39163,3311.6335,194.08649,202.40553,426.77463,400.13104,836.70074,0,0,2176
1.2850385,2.4643884,3539.3667,536.86865,3311.5942,187.91817,188.96974,406.52261,432.04993,920.52283,0,1,2177
1.4972476,2.0344875,3578.3352,381.26935,3312.0994,177.43828,180.57816,407.15973,427.74078,782.03131,0,0,2178
2.2972357,2.4429359,3352.2854,447.35287,3311.8293,186.20906,186.244,432.15747,414.60675,901.71838,0,1,2179
1.5806106,2.2135296,3734.1584,408.04861,3311.7424,171.68423,195.43687,420.1312,388.02261,777.07587,0,0,2180
1.6488924,2.1206753,3791.938,501.9462,3312.0249,186.76389,190.50807,424.30441,432.05081,898.43988,0,1,2181
1.4339072,2.265204,3653.6348,490.39902,3311.739,185.6313,191.33388,414.31854,417.0257,760.59961,0,0,2182
1.6459154,2.05653,3683.8879,444.78976,3312.1323,185.24536,187.87099,423.17715,406.36908,802.88373,0,0,2183
2.2296565,2.1240575,3542.3757,484.90527,3312.1128,192.58919,190.70236,431.79425,407.29276,811.06537,0,0,2184
1.7110269,2.390306,3684.0525,484.11545,3311.9382,182.6131,183.14427,426.2655,409.21164,775.21393,0,0,2185
1.437765,2.3475876,3936.5344,430.47342,3311.7043,177.78763,182.95647,417.58954,404.85995,860.68823,0,0,2186
1.2385423,2.2092676,3654.2151,502.02289,3311.8892,171.23894,194.15999,412.61646,419.23764,829.49225,0,1,2187
1.3937823,1.925409,3683.3123,457.17902,3312.1948,179.62453,182.64014,399.72089,410.24094,938.78497,0,1,2188
1.7570837,2.228632,3507.1067,454.07648,3311.7449,176.52029,191.01147,413.71298,417.07388,824.14886,0,1,2189
1.2410456,2.0534813,3680.8337,461.77786,3312.0347,197.01305,197.66862,443.90915,423.55823,860.74146,0,1,2190
1.3826593,2.0504246,3648.5903,416.89084,3311.9656,176.4167,186.12476,410.24594,429.18393,839.80396,0,1,2191
1.6235303,2.1640439,3638.7192,449.52762,3311.9678,177.67639,179.90688,430.60843,425.90207,902.66699,0,1,2192
1.5943245,2.217447,3663.8506,491.48547,3311.9822,181.21074,181.41586,423.02673,415.729,791.20984,0,0,2193
1.4763545,2.2703085,3626.7153,462.85373,3311.6299,179.43668,183.25418,416.71811,406.55014,796.96558,0,1,2194
1.5508198,2.2820957,3728.4338,438.64786,3311.7588,180.20198,187.16585,427.21194,440.02277,831.95935,0,1,2195
1.6164877,2.3652024,3955.425,465.8075,3312.4551,189.72362,188.40462,445.52325,422.27982,854.31122,0,0,2196
1.618609,2.0650344,3808.4263,471.43909,3312.2085,184.57886,187.39026,416.85828,415.37366,807.76776,0,1,2197
1.7174368,1.9234891,3573.1245,404.7822,3311.9143,179.26411,184.33014,437.7056,426.40576,842.80597,0,0,2198
1.7177954,2.0293536,3659.9036,447.78983,3311.9058,181.68352,179.41402,434.55978,445.10684,758.51483,0,0,2199
1.9348372,2.2361152,3638.2988,422.21085,3312.4707,197.77716,178.5488,441.44788,436.78717,860.72723,0,1,2200
1.5542068,2.1758485,3440.7664,500.57126,3312.1069,181.35971,181.21306,401.71246,421.86703,804.92834,0,1,2201
1.721772,1.9415463,3796.8997,472.75598,3311.7773,186.56973,174.89618,438.17899,435.64429,773.93811,0,0,2202
1.3095684,2.1833675,3703.2319,390.63327,3311.6492,180.92783,193.10518,418.56482,419.78378,829.42926,0,1,2203
1.6131701,2.150651,3735.4797,490.45807,3311.6335,186.60059,181.81868,400.745,420.28714,833.16248,0,1,2204
1.3601995,2.2519433,3597.2202,446.88849,3311.9043,180.8925,195.47314,424.69598,422.61151,795.41028,0,0,2205
1.7174187,2.1845245,3684.6252,476.45636,3312.012,193.26985,190.14703,429.8627,415.95807,828.59058,0,0,2206
1.45717,2.1595218,3682.6306,454.98248,3311.8306,182.70172,180.13905,419.79092,412.83145,829.88562,0,1,2207
1.5952837,2.0507007,3649.2542,498.73398,3311.6682,196.61572,182.43129,410.63461,433.54523,796.03955,0,0,2208
1.7346812,2.1831055,3552.0222,474.91544,3312.2849,184.69582,183.328,419.00742,448.36441,798.6004,0,1,2209
1.5807147,2.1514056,3617.4453,436.43771,3311.8894,174.79021,177.64987,438.55029,417.56577,695.18762,0,0,2210
1.9094611,2.147182,3842.5527,479.08514,3312.2874,186.08307,191.63571,426.18314,443.04834,815.35577,0,1,2211
1.5044906,2.058835,3764.4246,488.07581,3311.6458,193.576,183.95111,418.73483,405.30997,833.22217,0,0,2212
1.6088592,2.354223,3562.7661,476.29462,3312.0469,186.88834,187.55141,421.73627,404.68784,833.7937,0,0,2213
1.5249424,2.3100541,3798.2581,429.60779,3312.0981,187.61644,201.07317,423.75412,427.03494,814.39099,0,1,2214
1.2519354,2.3415341,3599.1445,415.81097,3311.8059,183.1922,181.5213,399.88898,411.86316,785.05798,0,1,2215
1.3540996,2.1032634,3666.9958,455.34607,3312.219,198.47992,191.39622,424.73297,426.42398,807.31335,0,0,2216
1.2741169,2.1964188,3533.1692,429.52063,3312.1299,179.29756,177.39157,409.87216,432.79144,729.01099,0,0,2217
1.5573739,1.9550264,3467.8472,432.36475,3311.6316,185.23433,192.76367,436.78021,448.31555,807.82104,0,0,2218
1.0858467,2.0523484,3615.1277,474.83478,3311.967,184.98993,185.35498,438.09357,413.14835,831.58698,0,1,2219
1.0086092,2.2214584,3646.6672,407.89789,3311.6133,171.27917,185.41154,441.82645,427.4697,780.37524,0,1,2220
1.6520264,2.1602852,3503.6958,437.14319,3311.9512,188.87059,199.01048,424.50388,426.7468,806.71039,0,1,2221
1.3409833,2.113493,3530.3838,492.91373,3311.7087,178.69995,179.79936,407.79471,420.80875,803.85345,0,0,2222
1.6084038,2.179636,3641.0291,406.90839,3312.0251,194.00478,192.10863,412.11108,429.9848,723.26562,0,1,2223
1.4310375,2.066397,3534.8689,431.4498,3312.3826,180.6002,187.80412,429.17358,444.36554,853.00031,0,0,2224
1.0120722,2.0265479,3806.4146,426.20587,3312.1985,188.95609,190.43417,423.65015,401.69739,794.2901,0,1,2225
1.5422069,2.3193974,3644.2217,508.17847,3311.7905,185.48357,180.83334,437.20694,418.03714,840.37488,0,1,2226
1.4545166,2.14745,3746.9646,507.25867,3312.4558,186.89104,185.79242,396.0369,406.11755,864.27405,0,0,2227
1.5131292,2.3805234,3529.8748,424.39355,3311.7244,181.73763,191.84871,437.82742,422.74347,793.18103,0,0,2228
1.4467301,2.2449825,3547.4924,457.50638,3311.8909,184.05322,194.89565,422.66272,415.56665,915.9516,0,0,2229
1.3452443,2.1320841,3683.7029,444.41943,3312.4087,177.04341,179.99185,427.34604,458.03342,862.42633,0,0,2230
1.3671203,2.3198571,3523.4883,399.93802,3312.1167,195.71399,182.26463,406.36096,410.17499,900.74493,0,1,2231
1.2616398,2.2565415,3694.2661,513.97754,3312.2595,186.70741,208.16222,422.8844,416.91028,828.01385,0,0,2232
1.3273277,2.219883,3637.5071,495.4487,3312.301,187.19524,182.2523,424.14423,433.94153,712.9845,0,1,2233
1.7373712,1.9308171,3494.3811,446.34061,3312.1089,196.59155,186.44414,402.80807,429.44879,857.85059,0,1,2234
1.8148348,2.1428115,3567.0186,384.63831,3311.8677,185.67421,190.11356,425.99405,417.58887,825.00378,0,0,2235
1.2024362,2.1276002,3920.0183,502.0293,3312.0234,184.37871,190.88478,411.70273,425.02362,833.83807,0,0,2236
0.89499223,2.3406608,3761.9827,435.80716,3311.853,186.77348,188.55594,437.99377,407.19409,762.70117,0,1,2237
1.698339,1.9581176,3593.0776,432.13712,3311.8733,196.68233,186.13419,442.88803,442.5769,756.71185,0,1,2238
1.1188095,2.5760686,3628.7239,420.33035,3311.5403,184.49452,174.77068,424.25153,431.61414,790.61566,0,0,2239
1.2579718,2.1384451,3600.3745,419.17593,3312.5388,185.38388,190.38576,425.62955,395.59384,893.72162,0,1,2240
1.250113,2.3717239,3734.4656,428.54465,3312.2678,177.56477,183.34805,424.62344,433.85883,793.20306,0,0,2241
1.1619308,2.2526977,3643.5393,470.98773,3312.0754,178.40924,186.55489,404.6153,415.53867,756.76434,0,1,2242
1.5334339,2.3221312,3505.4377,500.48929,3312.2605,183.70442,186.10831,420.61914,441.55872,744.94611,0,0,2243
1.8773239,1.9786094,3695.79,487.89023,3312.1101,190.24875,178.49081,423.95816,427.44669,805.83685,0,1,2244
1.5571195,2.0521612,3636.6543,433.37021,3312.0039,184.10962,189.90442,416.24039,424.56207,864.76849,0,1,2245
1.5093232,2.3457561,3674.749,496.57266,3311.9983,186.19739,178.43657,440.95563,413.04938,793.15082,0,0,2246
1.4895285,2.1293626,3554.1802,460.85083,3311.803,178.69994,178.69954,416.27341,420.12833,925.44525,0,1,2247
1.2193934,2.2150395,3693.8809,395.8132,3312.0137,176.08664,193.78281,416.81934,413.15829,806.06598,0,1,2248
1.7628747,2.2011807,3747.8591,443.53796,3311.9419,182.82681,196.36546,409.72992,406.11581,876.82507,0,1,2249
1.1988899,2.2954183,3696.3376,398.93015,3312.0725,191.85751,187.83847,418.34439,412.32257,796.94531,0,0,2250
1.4199458,2.0497904,3460.6572,455.99619,3312.2461,171.7122,185.29076,432.95157,416.56638,803.14911,0,0,2251
1.4269414,2.2137811,3534.6831,456.319,3311.6396,173.94594,180.05804,426.70236,411.01862,747.97736,0,0,2252
1.4206724,2.1931636,3830.4688,421.44055,3312.1135,179.52895,187.03825,425.85138,440.6445,799.76746,0,1,2253
1.4153821,2.4349022,3784.8132,449.45966,3311.9482,192.69604,197.2639,404.49652,446.42856,777.14209,0,1,2254
1.4054303,2.4445934,3364.9114,461.72189,3312.0303,182.94872,182.99144,420.4259,444.04144,851.40558,0,1,2255
1.5641394,2.0836596,3822.561,454.99249,3312.1064,193.65179,186.99553,429.18161,433.93192,810.742,0,0,2256
1.5031042,2.1609981,3635.9624,444.34857,3311.8772,176.00731,194.10509,404.56155,429.60315,813.95105,0,1,2257
1.3246267,2.0490186,3608.3945,447.80737,3311.6582,187.48575,197.93037,429.42844,415.25833,865.27704,0,0,2258
1.6443425,2.18119,3692.2773,451.7218,3311.9297,186.89838,190.75984,436.48526,416.68881,738.74219,0,1,2259
1.6722834,2.364964,3627.1179,433.78854,3312.0415,176.33463,187.50168,420.1911,411.55441,779.01172,0,0,2260
1.2927635,1.9523486,3633.1345,442.86938,3312.0398,181.59673,196.83136,438.01337,411.81213,700.56488,0,1,2261
1.9156533,2.3439202,3608.5942,490.33331,3311.9631,185.24187,177.45282,430.64584,418.25378,891.32965,0,1,2262
1.2092963,2.3564751,3441.6609,440.21405,3311.5605,185.78809,193.50494,407.72614,430.19907,829.79364,0,1,2263
1.01112,2.0922887,3775.9001,465.91428,3312.2849,183.87918,194.75845,450.49609,414.70947,831.3407,0,1,2264
1.4958707,2.5964613,3576.1736,398.99054,3311.6658,183.22871,179.27824,416.97018,420.50323,840.27917,0,1,2265
1.4208004,1.9832003,3768.6489,377.04752,3311.8848,194.6279,186.27231,405.95493,408.9227,869.90265,0,1,2266
1.3827245,1.8016585,3516.877,364.90424,3312.1628,180.57957,175.81638,435.51227,417.26205,916.87085,0,0,2267
1.8001776,2.2080076,3658.9192,444.83347,3312.188,199.48947,197.31432,424.82715,424.08044,869.58899,0,1,2268
