glue_weight,item_id,x1_dist,x2_dist,y1_dist,y2_dist,station_id,time
7.865067,1930,1.9647696,2.0469935,1.9376802,1.9506028,2,969
8.0290689,1931,1.9265825,2.0823085,1.9094197,2.0424294,1,969
8.2026911,1934,2.0788651,1.997578,1.9871737,2.0002205,0,969
7.8207397,3875,2.0823896,1.9019717,1.9940711,1.9433898,-1,969
8.224596,3878,1.9290222,1.9839346,1.930931,1.9542911,-1,970
8.0290689,1931,1.9265825,2.0823085,1.9094197,2.0424294,2,970
8.2026911,1934,2.0788651,1.997578,1.9871737,2.0002205,1,970
7.9321938,1935,2.0362713,2.0940115,1.9184183,2.0889621,0,970
8.073308,3879,2.0569067,2.0238738,2.079812,1.9892623,-1,970
8.2591906,3882,2.0018587,2.0991712,1.9517186,1.9316684,-1,971
8.2026911,1934,2.0788651,1.997578,1.9871737,2.0002205,2,971
7.9321938,1935,2.0362713,2.0940115,1.9184183,2.0889621,1,971
7.966558,1938,2.0724432,1.9933949,2.0189044,1.9791858,0,971
7.6704683,3883,2.0437434,2.0126705,1.9166951,1.9658506,-1,971
7.8096342,3886,2.0902586,2.0240047,2.0011456,1.9443823,-1,972
7.9321938,1935,2.0362713,2.0940115,1.9184183,2.0889621,2,972
7.966558,1938,2.0724432,1.9933949,2.0189044,1.9791858,1,972
8.0743542,1939,2.0489213,2.087935,1.9944515,2.038105,0,972
8.2983284,3887,1.9285797,2.0115824,1.9273368,2.090297,-1,972
7.8758969,3890,1.9471476,2.0071714,1.9761206,2.0507925,-1,973
7.966558,1938,2.0724432,1.9933949,2.0189044,1.9791858,2,973
8.0743542,1939,2.0489213,2.087935,1.9944515,2.038105,1,973
8.2346983,1942,2.0356133,2.0398698,1.9299387,1.9159681,0,973
7.9327741,3891,1.9269222,2.0348983,2.0147963,1.9422878,-1,973
8.0891075,3894,1.97018,1.9361376,1.9237605,2.0240004,-1,974
8.0743542,1939,2.0489213,2.087935,1.9944515,2.038105,2,974
8.2346983,1942,2.0356133,2.0398698,1.9299387,1.9159681,1,974
7.8855033,1943,1.9523613,2.0955846,2.0261083,2.0256214,0,974
7.9575858,3895,1.9377152,1.9369122,2.0972435,1.9200311,-1,974
7.9784346,3898,2.0406625,2.0114503,1.9988528,2.0616918,-1,975
8.2346983,1942,2.0356133,2.0398698,1.9299387,1.9159681,2,975
7.8855033,1943,1.9523613,2.0955846,2.0261083,2.0256214,1,975
7.9073148,1946,1.9321152,2.0276644,1.9074337,1.9053339,0,975
7.5780988,3899,2.0846984,1.9311335,2.0112822,1.935656,-1,975
8.0141554,3902,2.0409563,1.9106904,2.078763,2.0417845,-1,976
7.8855033,1943,1.9523613,2.0955846,2.0261083,2.0256214,2,976
7.9073148,1946,1.9321152,2.0276644,1.9074337,1.9053339,1,976
7.8076568,1947,2.0698898,1.9628212,1.969082,1.9168731,0,976
7.9813995,3903,1.9876432,2.0118544,1.9241171,2.0408804,-1,976
7.9489212,3906,2.0183332,1.9990294,2.0006464,2.0098045,-1,977
7.9073148,1946,1.9321152,2.0276644,1.9074337,1.9053339,2,977
7.8076568,1947,2.0698898,1.9628212,1.969082,1.9168731,1,977
8.1003323,1950,2.0897536,1.9790603,1.9812303,1.9688934,0,977
7.8068743,3907,1.9293826,2.0927584,1.9635726,1.9625592,-1,977
8.0027122,3910,2.0854385,2.0229731,2.080946,1.9380722,-1,978
7.8076568,1947,2.0698898,1.9628212,1.969082,1.9168731,2,978
8.1003323,1950,2.0897536,1.9790603,1.9812303,1.9688934,1,978
8.0216856,1951,2.0182238,1.9179636,1.9428041,2.0799713,0,978
8.0097876,3911,1.911346,2.0079319,1.9981178,2.0111425,-1,978
7.8918161,3914,1.959026,1.9532312,2.0629654,2.0941663,-1,979
8.1003323,1950,2.0897536,1.9790603,1.9812303,1.9688934,2,979
8.0216856,1951,2.0182238,1.9179636,1.9428041,2.0799713,1,979
7.430635,1954,2.0470598,1.9710107,1.915241,1.9451767,0,979
8.103548,3915,1.9166894,1.931977,1.9508823,1.9496748,-1,979
8.1065969,3918,2.047668,2.0221848,2.018404,1.9981275,-1,980
8.0216856,1951,2.0182238,1.9179636,1.9428041,2.0799713,2,980
7.430635,1954,2.0470598,1.9710107,1.915241,1.9451767,1,980
7.8370109,1955,1.9899002,2.0667322,1.9894072,1.9724979,0,980
8.0606241,3919,1.9592735,2.0616374,1.9298489,1.9115295,-1,980
7.8667469,3922,2.0208762,2.0386505,1.9813381,1.9596795,-1,981
7.430635,1954,2.0470598,1.9710107,1.915241,1.9451767,2,981
7.8370109,1955,1.9899002,2.0667322,1.9894072,1.9724979,1,981
8.0783529,1958,2.0642042,2.0683498,1.9041531,2.0474765,0,981
8.0514746,3923,1.9783337,2.0709255,2.0004036,1.9888033,-1,981
8.1420336,3926,2.0812731,2.0102856,2.0368836,2.0426359,-1,982
7.8370109,1955,1.9899002,2.0667322,1.9894072,1.9724979,2,982
8.0783529,1958,2.0642042,2.0683498,1.9041531,2.0474765,1,982
8.2086906,1959,1.9875127,1.9970729,1.9848951,1.9313678,0,982
8.0577297,3927,2.0557294,2.0506048,2.0813553,1.926808,-1,982
8.034709,3930,1.9892129,1.9827157,1.9701858,2.0220456,-1,983
8.0783529,1958,2.0642042,2.0683498,1.9041531,2.0474765,2,983
8.2086906,1959,1.9875127,1.9970729,1.9848951,1.9313678,1,983
7.7512646,1962,1.9299293,1.9601215,1.9566758,2.0698848,0,983
8.0767069,3931,2.0637467,1.9427949,1.995338,1.9442487,-1,983
7.6643028,3934,2.0816469,2.0031295,1.9720051,2.0322237,-1,984
8.2086906,1959,1.9875127,1.9970729,1.9848951,1.9313678,2,984
7.7512646,1962,1.9299293,1.9601215,1.9566758,2.0698848,1,984
7.9437423,1963,1.9607825,1.9042684,2.0168238,2.0911438,0,984
8.1737309,3935,1.9316317,2.0182335,1.985917,1.9903287,-1,984
7.992815,3938,1.9862226,1.9217727,1.9094287,2.0071452,-1,985
7.7512646,1962,1.9299293,1.9601215,1.9566758,2.0698848,2,985
7.9437423,1963,1.9607825,1.9042684,2.0168238,2.0911438,1,985
8.0056076,1966,1.9004174,1.9602333,2.0848243,1.9710308,0,985
8.0518885,3939,2.069658,2.0987394,1.9511404,1.9475994,-1,985
7.757484,3942,1.988834,1.9875948,1.9412054,1.9650053,-1,986
7.9437423,1963,1.9607825,1.9042684,2.0168238,2.0911438,2,986
8.0056076,1966,1.9004174,1.9602333,2.0848243,1.9710308,1,986
7.9554415,1967,1.9418532,2.0248811,1.9324917,2.0512652,0,986
8.0996056,3943,1.9492886,2.0140402,1.936466,2.0288892,-1,986
8.0588408,3946,1.9294161,1.9679946,1.9937583,2.0806527,-1,987
8.0056076,1966,1.9004174,1.9602333,2.0848243,1.9710308,2,987
7.9554415,1967,1.9418532,2.0248811,1.9324917,2.0512652,1,987
7.9890938,1970,1.9874947,1.9112138,1.9220583,1.9721168,0,987
8.1600018,3947,2.0988159,2.0669844,2.0355332,2.0144753,-1,987
8.0777931,3950,2.0757272,2.0995646,2.0776336,2.0012751,-1,988
7.9554415,1967,1.9418532,2.0248811,1.9324917,2.0512652,2,988
7.9890938,1970,1.9874947,1.9112138,1.9220583,1.9721168,1,988
8.0682659,1971,1.9492455,1.9704762,1.9672438,1.9721236,0,988
7.8485942,3951,2.0179467,2.0817525,2.0448508,2.0786512,-1,988
7.8273706,3954,1.9907595,1.924175,1.9700028,2.0015445,-1,989
7.9890938,1970,1.9874947,1.9112138,1.9220583,1.9721168,2,989
8.0682659,1971,1.9492455,1.9704762,1.9672438,1.9721236,1,989
7.8923411,1974,1.9251679,1.9513792,1.9654586,1.9507309,0,989
8.0681658,3955,1.9714714,1.9946071,2.0416288,1.9532763,-1,989
7.8666782,3958,2.0684061,1.9912721,2.0291033,2.0835466,-1,990
8.0682659,1971,1.9492455,1.9704762,1.9672438,1.9721236,2,990
7.8923411,1974,1.9251679,1.9513792,1.9654586,1.9507309,1,990
7.7296104,1975,1.939853,2.085088,2.0876436,1.950664,0,990
7.986186,3959,2.0220535,1.9496062,2.01934,1.9367015,-1,990
8.0112419,3962,1.9130521,1.9328218,1.9646728,1.9165637,-1,991
7.8923411,1974,1.9251679,1.9513792,1.9654586,1.9507309,2,991
7.7296104,1975,1.939853,2.085088,2.0876436,1.950664,1,991
7.9029632,1978,1.9991621,1.9421264,2.0958834,2.0619557,0,991
8.2002592,3963,1.9313576,1.9068534,2.0246694,2.0451033,-1,991
7.741394,3966,2.0983698,2.0098159,2.0835092,1.9400252,-1,992
7.7296104,1975,1.939853,2.085088,2.0876436,1.950664,2,992
7.9029632,1978,1.9991621,1.9421264,2.0958834,2.0619557,1,992
7.9385037,1979,1.9046164,2.0128789,1.9214646,1.9436376,0,992
8.0366564,3967,1.947683,1.9826441,2.0769324,1.9979492,-1,992
8.0077343,3970,1.9212618,1.9401622,1.9710556,2.0296292,-1,993
7.9029632,1978,1.9991621,1.9421264,2.0958834,2.0619557,2,993
7.9385037,1979,1.9046164,2.0128789,1.9214646,1.9436376,1,993
8.0825891,1982,2.0935426,1.9553281,1.9948225,1.9146551,0,993
7.9961176,3971,1.9382393,1.9295666,2.0463202,2.0682445,-1,993
8.0223484,3974,2.0689056,2.0894635,1.9214842,1.9284755,-1,994
7.9385037,1979,1.9046164,2.0128789,1.9214646,1.9436376,2,994
8.0825891,1982,2.0935426,1.9553281,1.9948225,1.9146551,1,994
7.7946095,1983,1.9137516,1.9378951,2.0425026,1.9525826,0,994
8.2357025,3975,1.9022248,1.9690584,2.0762672,2.0320261,-1,994
7.9527073,3978,1.9972278,2.0140738,2.0489535,1.9163735,-1,995
8.0825891,1982,2.0935426,1.9553281,1.9948225,1.9146551,2,995
7.7946095,1983,1.9137516,1.9378951,2.0425026,1.9525826,1,995
7.8651319,1986,2.066442,1.9767771,2.0186594,2.02285,0,995
7.9458117,3979,2.0413551,1.9496011,1.9445696,2.0554945,-1,995
8.1822777,3982,1.9918995,2.0906675,2.018115,2.0444424,-1,996
7.7946095,1983,1.9137516,1.9378951,2.0425026,1.9525826,2,996
7.8651319,1986,2.066442,1.9767771,2.0186594,2.02285,1,996
8.172905,1987,2.0048542,1.9208425,1.9013354,2.047194,0,996
8.0960169,3983,1.9380432,2.0454133,2.044759,2.0014226,-1,996
7.9171681,3986,1.9448409,1.9591118,1.9182442,1.9574189,-1,997
7.8651319,1986,2.066442,1.9767771,2.0186594,2.02285,2,997
8.172905,1987,2.0048542,1.9208425,1.9013354,2.047194,1,997
7.9861007,1990,2.0360658,1.9687492,2.057703,1.9313755,0,997
8.151659,3987,1.9639224,1.9530715,1.957749,2.0552084,-1,997
7.8390698,3990,1.9769679,1.9736478,2.0321674,2.0665987,-1,998
8.172905,1987,2.0048542,1.9208425,1.9013354,2.047194,2,998
7.9861007,1990,2.0360658,1.9687492,2.057703,1.9313755,1,998
8.1267204,1991,1.90715,1.9596846,1.933163,1.9129171,0,998
8.0612268,3991,1.9898068,2.0433443,2.0094252,1.9524804,-1,998
8.2328205,3994,2.0371132,2.0512016,2.031858,2.0635912,-1,999
7.9861007,1990,2.0360658,1.9687492,2.057703,1.9313755,2,999
8.1267204,1991,1.90715,1.9596846,1.933163,1.9129171,1,999
8.0097075,1994,1.9523218,2.0208569,1.9877703,1.9568608,0,999
7.8340425,3995,1.9824213,1.9148852,2.0269332,1.9754512,-1,999
8.1562824,3998,2.0653954,2.0277894,2.0457942,2.0034118,-1,1000
8.1267204,1991,1.90715,1.9596846,1.933163,1.9129171,2,1000
8.0097075,1994,1.9523218,2.0208569,1.9877703,1.9568608,1,1000
8.0608425,1995,1.9849439,1.9450133,1.9742775,2.0308616,0,1000
8.1653709,3999,1.9560159,1.9003335,1.9268448,2.0977557,-1,1000
8.0254164,4002,1.9835998,2.0029757,2.0020816,1.9140105,-1,1001
8.0097075,1994,1.9523218,2.0208569,1.9877703,1.9568608,2,1001
8.0608425,1995,1.9849439,1.9450133,1.9742775,2.0308616,1,1001
7.8018665,1998,2.0004566,2.0218608,1.9099746,1.9876405,0,1001
8.1696291,4003,2.0218263,1.9519947,1.9447324,1.9837992,-1,1001
8.1088543,4006,2.075386,1.918218,1.9012376,1.977492,-1,1002
8.0608425,1995,1.9849439,1.9450133,1.9742775,2.0308616,2,1002
7.8018665,1998,2.0004566,2.0218608,1.9099746,1.9876405,1,1002
7.9556389,1999,1.985678,1.9710926,1.9008512,2.0186841,0,1002
8.008913,4007,1.9290826,2.0416932,1.9995661,2.0996203,-1,1002
7.9790926,4010,2.0910749,1.9824106,2.0036917,1.9572377,-1,1003
7.8018665,1998,2.0004566,2.0218608,1.9099746,1.9876405,2,1003
7.9556389,1999,1.985678,1.9710926,1.9008512,2.0186841,1,1003
8.1513348,2002,1.9210856,1.9220452,2.0449903,1.905828,0,1003
7.8581476,4011,2.0129726,2.092545,2.0225799,2.0163937,-1,1003
7.9240446,4014,1.966217,2.0425076,1.9018799,2.0558746,-1,1004
7.9556389,1999,1.985678,1.9710926,1.9008512,2.0186841,2,1004
8.1513348,2002,1.9210856,1.9220452,2.0449903,1.905828,1,1004
7.9723029,2003,2.0746949,2.0641086,2.0455773,1.9111923,0,1004
7.8486633,4015,2.058785,2.0979371,1.9166245,2.0185242,-1,1004
7.9097414,4018,2.0247309,1.9443986,1.9557563,2.0064294,-1,1005
8.1513348,2002,1.9210856,1.9220452,2.0449903,1.905828,2,1005
7.9723029,2003,2.0746949,2.0641086,2.0455773,1.9111923,1,1005
7.8652291,2006,2.071017,1.9859712,2.0614114,1.9968128,0,1005
8.0770063,4019,1.9097375,1.9486346,1.9498024,1.9802362,-1,1005
7.7832985,4022,2.0121865,1.9486287,1.9553198,2.0015502,-1,1006
7.9723029,2003,2.0746949,2.0641086,2.0455773,1.9111923,2,1006
7.8652291,2006,2.071017,1.9859712,2.0614114,1.9968128,1,1006
7.9141183,2007,1.9949348,1.9281596,2.0762572,2.0723464,0,1006
8.0028601,4023,1.9682493,1.9927651,2.0422618,2.0440121,-1,1006
8.5100765,4026,1.9737014,2.0840259,1.9133667,1.9560492,-1,1007
7.8652291,2006,2.071017,1.9859712,2.0614114,1.9968128,2,1007
7.9141183,2007,1.9949348,1.9281596,2.0762572,2.0723464,1,1007
8.2173986,2010,1.925882,1.9336002,2.0638838,1.9221544,0,1007
7.8390393,4027,2.0096989,2.0644846,1.9184778,1.9613057,-1,1007
7.9404888,4030,2.0210562,1.9365231,1.970161,1.9989734,-1,1008
7.9141183,2007,1.9949348,1.9281596,2.0762572,2.0723464,2,1008
8.2173986,2010,1.925882,1.9336002,2.0638838,1.9221544,1,1008
7.9881172,2011,2.0228243,1.9499115,1.9611003,2.0357916,0,1008
7.8182321,4031,2.0317385,1.9184058,2.0898566,2.0531659,-1,1008
8.1943626,4034,1.9375334,1.9988844,1.948117,1.9246622,-1,1009
8.2173986,2010,1.925882,1.9336002,2.0638838,1.9221544,2,1009
7.9881172,2011,2.0228243,1.9499115,1.9611003,2.0357916,1,1009
8.2152195,2014,1.9817144,1.9755388,2.0873981,2.0660913,0,1009
7.7439837,4035,1.9167587,1.9165161,2.0066578,1.9533383,-1,1009
7.937202,4038,1.906507,1.9286577,1.9042822,2.0998709,-1,1010
7.9881172,2011,2.0228243,1.9499115,1.9611003,2.0357916,2,1010
8.2152195,2014,1.9817144,1.9755388,2.0873981,2.0660913,1,1010
7.9549527,2015,2.0271287,2.0374172,2.0756943,1.907617,0,1010
7.7926645,4039,1.9780164,2.0311744,1.954661,2.0706916,-1,1010
8.1898193,4042,2.0497525,1.9404856,2.0894008,2.0222003,-1,1011
8.2152195,2014,1.9817144,1.9755388,2.0873981,2.0660913,2,1011
7.9549527,2015,2.0271287,2.0374172,2.0756943,1.907617,1,1011
7.8594565,2018,1.9695508,1.9929416,1.9234369,1.9109362,0,1011
8.1857014,4043,2.0557117,2.0982385,2.0510316,2.0270662,-1,1011
8.191433,4046,2.0674846,1.9926739,2.0510046,1.9330457,-1,1012
7.9549527,2015,2.0271287,2.0374172,2.0756943,1.907617,2,1012
7.8594565,2018,1.9695508,1.9929416,1.9234369,1.9109362,1,1012
8.3329964,2019,2.0696597,2.0292194,2.0661478,2.010921,0,1012
7.8888698,4047,1.9708778,1.9879396,2.0016353,1.9015837,-1,1012
8.333456,4050,2.0297627,2.0327981,1.9530398,2.0701573,-1,1013
7.8594565,2018,1.9695508,1.9929416,1.9234369,1.9109362,2,1013
8.3329964,2019,2.0696597,2.0292194,2.0661478,2.010921,1,1013
8.1534615,2022,2.0490055,2.0422006,1.9443475,2.0128651,0,1013
8.2134676,4051,1.9959894,1.9100827,1.9960033,2.0546446,-1,1013
8.0770388,4054,1.9858938,1.9108548,1.9980671,1.9241029,-1,1014
8.3329964,2019,2.0696597,2.0292194,2.0661478,2.010921,2,1014
8.1534615,2022,2.0490055,2.0422006,1.9443475,2.0128651,1,1014
7.9356341,2023,1.9229169,2.0256262,2.0507128,2.0224152,0,1014
7.7172475,4055,2.0296607,1.9381475,2.0717039,1.9081081,-1,1014
7.9252086,4058,1.9232233,1.9546424,2.0479212,1.9813644,-1,1015
8.1534615,2022,2.0490055,2.0422006,1.9443475,2.0128651,2,1015
7.9356341,2023,1.9229169,2.0256262,2.0507128,2.0224152,1,1015
7.9002624,2026,1.923649,1.988919,2.0893927,2.030951,0,1015
7.9584088,4059,1.9387066,1.9252682,2.0656247,1.9081863,-1,1015
8.4758539,4062,1.9828794,1.9537125,1.9936917,1.9515467,-1,1016
7.9356341,2023,1.9229169,2.0256262,2.0507128,2.0224152,2,1016
7.9002624,2026,1.923649,1.988919,2.0893927,2.030951,1,1016
7.4982014,2027,2.0421762,2.0693054,1.9081663,1.9226594,0,1016
8.0984077,4063,2.0992401,2.0880244,2.0955472,1.9870453,-1,1016
7.6343136,4066,2.065057,1.9161898,2.0436671,2.0663743,-1,1017
7.9002624,2026,1.923649,1.988919,2.0893927,2.030951,2,1017
7.4982014,2027,2.0421762,2.0693054,1.9081663,1.9226594,1,1017
8.107151,2030,2.0855124,1.9231317,2.0176718,2.0088227,0,1017
7.7479796,4067,2.0829706,1.9666311,1.9924569,2.0028002,-1,1017
7.900383,4070,1.9147081,1.9301467,1.9392208,2.0035453,-1,1018
7.4982014,2027,2.0421762,2.0693054,1.9081663,1.9226594,2,1018
8.107151,2030,2.0855124,1.9231317,2.0176718,2.0088227,1,1018
7.9795032,2031,1.9329617,2.0846593,2.0456188,1.9857007,0,1018
7.6358318,4071,2.0069325,1.9792727,1.9024993,2.0845807,-1,1018
8.1535416,4074,2.034302,1.9181571,2.0717089,1.9579297,-1,1019
8.107151,2030,2.0855124,1.9231317,2.0176718,2.0088227,2,1019
7.9795032,2031,1.9329617,2.0846593,2.0456188,1.9857007,1,1019
8.1947775,2034,1.9220241,2.0320051,2.0327795,2.020715,0,1019
8.0215483,4075,2.0093608,1.9607174,1.9524815,1.9569551,-1,1019
8.0109663,4078,1.9734571,1.9639719,2.0499663,1.9978282,-1,1020
7.9795032,2031,1.9329617,2.0846593,2.0456188,1.9857007,2,1020
8.1947775,2034,1.9220241,2.0320051,2.0327795,2.020715,1,1020
7.9579463,2035,1.9501154,1.9151878,1.9896271,1.9324005,0,1020
7.9878945,4079,2.0156879,2.0516403,2.0216734,2.0490432,-1,1020
8.0675249,4082,1.9072056,1.9729971,1.9337403,2.0802512,-1,1021
8.1947775,2034,1.9220241,2.0320051,2.0327795,2.020715,2,1021
7.9579463,2035,1.9501154,1.9151878,1.9896271,1.9324005,1,1021
8.0872536,2038,2.0583076,1.9646403,2.0469036,1.939864,0,1021
8.1270437,4083,1.9587392,1.9730397,2.003757,2.0732627,-1,1021
8.0422039,4086,2.0003858,2.0110617,2.0318069,1.9143184,-1,1022
7.9579463,2035,1.9501154,1.9151878,1.9896271,1.9324005,2,1022
8.0872536,2038,2.0583076,1.9646403,2.0469036,1.939864,1,1022
8.0119543,2039,1.9596177,1.9169971,2.0063057,1.9734329,0,1022
7.7123108,4087,1.9899104,2.0853055,2.0421708,2.0970438,-1,1022
7.8974953,4090,1.9127619,2.0229456,2.0369844,2.0995941,-1,1023
8.0872536,2038,2.0583076,1.9646403,2.0469036,1.939864,2,1023
8.0119543,2039,1.9596177,1.9169971,2.0063057,1.9734329,1,1023
7.9925671,2042,2.0720303,2.0865343,1.9688382,2.0474908,0,1023
8.2153339,4091,1.9236637,1.9305085,2.0124321,1.9170681,-1,1023
7.902154,4094,2.0332475,2.0950608,2.0000386,2.003113,-1,1024
8.0119543,2039,1.9596177,1.9169971,2.0063057,1.9734329,2,1024
7.9925671,2042,2.0720303,2.0865343,1.9688382,2.0474908,1,1024
8.1616421,2043,2.0257185,2.041939,2.047426,2.0156772,0,1024
8.1627655,4095,2.041539,1.9622227,2.0251923,2.06919,-1,1024
8.1243076,4098,2.0452852,2.0652614,2.0100074,2.0176349,-1,1025
7.9925671,2042,2.0720303,2.0865343,1.9688382,2.0474908,2,1025
8.1616421,2043,2.0257185,2.041939,2.047426,2.0156772,1,1025
7.9921875,2046,1.9918261,1.9923105,1.9405304,2.0815051,0,1025
8.2008762,4099,2.0316231,1.9288676,2.0185568,1.9379455,-1,1025
7.8908281,4102,2.0051277,1.9088233,2.0160723,2.0767298,-1,1026
8.1616421,2043,2.0257185,2.041939,2.047426,2.0156772,2,1026
7.9921875,2046,1.9918261,1.9923105,1.9405304,2.0815051,1,1026
8.098176,2047,2.0966125,1.9229317,1.955436,1.9316883,0,1026
8.0004787,4103,1.906617,2.0068216,1.9442694,1.9606307,-1,1026
7.9922657,4106,1.9330956,2.0169733,1.9352937,2.0087163,-1,1027
7.9921875,2046,1.9918261,1.9923105,1.9405304,2.0815051,2,1027
8.098176,2047,2.0966125,1.9229317,1.955436,1.9316883,1,1027
8.1788635,2050,2.0855179,2.0861657,1.9072427,2.0779305,0,1027
8.0586185,4107,1.93126,1.9882042,2.0788019,2.014142,-1,1027
8.1675549,4110,1.94761,1.9355148,2.0361674,1.9288623,-1,1028
8.098176,2047,2.0966125,1.9229317,1.955436,1.9316883,2,1028
8.1788635,2050,2.0855179,2.0861657,1.9072427,2.0779305,1,1028
8.2846899,2051,1.9983299,2.0822976,1.9883312,1.9611359,0,1028
8.0870552,4111,1.9297844,1.9367146,2.0079606,2.0619602,-1,1028
8.1813164,4114,2.0952692,1.9790611,1.9523023,2.0146005,-1,1029
8.1788635,2050,2.0855179,2.0861657,1.9072427,2.0779305,2,1029
8.2846899,2051,1.9983299,2.0822976,1.9883312,1.9611359,1,1029
7.9416499,2054,1.9891946,1.9047788,2.0884426,2.0909011,0,1029
8.1848135,4115,1.9799842,2.0956569,1.9452941,1.9632585,-1,1029
7.9927974,4118,2.0514429,2.0984006,1.9255813,1.95748,-1,1030
8.2846899,2051,1.9983299,2.0822976,1.9883312,1.9611359,2,1030
7.9416499,2054,1.9891946,1.9047788,2.0884426,2.0909011,1,1030
8.26651,2055,1.9522748,2.0701578,1.9283121,2.0734184,0,1030
8.1864128,4119,1.9020972,1.987241,1.9606943,1.9701959,-1,1030
7.8732095,4122,2.0179052,1.9622208,2.0631382,1.9520714,-1,1031
7.9416499,2054,1.9891946,1.9047788,2.0884426,2.0909011,2,1031
8.26651,2055,1.9522748,2.0701578,1.9283121,2.0734184,1,1031
7.9825249,2058,1.9904866,1.9786568,2.0090547,2.087616,0,1031
8.2242136,4123,2.0963261,2.062546,2.096159,1.9433985,-1,1031
7.9545813,4126,1.9877268,1.9618093,2.0585585,2.044975,-1,1032
8.26651,2055,1.9522748,2.0701578,1.9283121,2.0734184,2,1032
7.9825249,2058,1.9904866,1.9786568,2.0090547,2.087616,1,1032
7.9731231,2059,1.9045097,1.9768281,2.0480981,2.0255539,0,1032
7.835258,4127,2.0406864,1.9589467,2.0981379,1.9278339,-1,1032
7.8052454,4130,2.0868142,1.9808539,1.9543766,2.0436192,-1,1033
7.9825249,2058,1.9904866,1.9786568,2.0090547,2.087616,2,1033
7.9731231,2059,1.9045097,1.9768281,2.0480981,2.0255539,1,1033
8.0471935,2062,2.0131299,1.9198771,1.9628779,2.0521567,0,1033
8.0923138,4131,2.0172944,1.9965264,2.0593362,2.0954666,-1,1033
7.8718257,4134,1.9730088,2.0271769,1.9462597,1.9068035,-1,1034
7.9731231,2059,1.9045097,1.9768281,2.0480981,2.0255539,2,1034
8.0471935,2062,2.0131299,1.9198771,1.9628779,2.0521567,1,1034
7.9229016,2063,1.9395041,2.0245514,2.0984416,1.9507325,0,1034
7.9928875,4135,1.924055,1.9936674,1.9972216,2.0276251,-1,1034
8.1339436,4138,1.9805119,2.0336568,1.9008189,2.0171533,-1,1035
8.0471935,2062,2.0131299,1.9198771,1.9628779,2.0521567,2,1035
7.9229016,2063,1.9395041,2.0245514,2.0984416,1.9507325,1,1035
7.8970866,2066,1.9711752,2.0064003,2.0652802,2.0496533,0,1035
7.9532113,4139,1.9990133,2.0217869,1.9127032,1.9887726,-1,1035
7.9521008,4142,1.9621267,2.0995035,2.0942671,1.9617305,-1,1036
7.9229016,2063,1.9395041,2.0245514,2.0984416,1.9507325,2,1036
7.8970866,2066,1.9711752,2.0064003,2.0652802,2.0496533,1,1036
8.067668,2067,2.0950661,1.9383291,1.9808161,1.9009839,0,1036
7.4482913,4143,2.0357106,2.0082042,1.9480884,1.990751,-1,1036
8.3344402,4146,2.024188,2.0025477,2.0122399,2.0970848,-1,1037
7.8970866,2066,1.9711752,2.0064003,2.0652802,2.0496533,2,1037
8.067668,2067,2.0950661,1.9383291,1.9808161,1.9009839,1,1037
8.3517532,2070,1.9921851,1.9153314,2.0408366,1.9518775,0,1037
8.1129246,4147,1.9420509,1.9745399,1.9281344,1.9935584,-1,1037
7.828742,4150,1.9161515,1.9481916,2.0646651,2.0331142,-1,1038
8.067668,2067,2.0950661,1.9383291,1.9808161,1.9009839,2,1038
8.3517532,2070,1.9921851,1.9153314,2.0408366,1.9518775,1,1038
7.8008618,2071,1.9165031,1.9971464,2.0636032,1.9854732,0,1038
8.3640995,4151,1.9788072,2.0660584,2.0602107,2.0341599,-1,1038
8.1796932,4154,2.0350652,1.9243157,2.030663,1.9775698,-1,1039
8.3517532,2070,1.9921851,1.9153314,2.0408366,1.9518775,2,1039
7.8008618,2071,1.9165031,1.9971464,2.0636032,1.9854732,1,1039
7.8987527,2074,2.0981305,2.0759938,2.0730684,2.0400791,0,1039
8.2852821,4155,1.9038835,1.9621563,1.9087896,1.9759609,-1,1039
7.6708798,4158,2.0312135,1.9105699,1.9211297,2.0806944,-1,1040
7.8008618,2071,1.9165031,1.9971464,2.0636032,1.9854732,2,1040
7.8987527,2074,2.0981305,2.0759938,2.0730684,2.0400791,1,1040
8.2127285,2075,2.071043,1.912376,1.9355842,2.0828776,0,1040
8.0628815,4159,2.061029,1.9734112,1.9561086,1.9434222,-1,1040
7.9427357,4162,2.0292523,1.9857327,2.0206637,2.003442,-1,1041
7.8987527,2074,2.0981305,2.0759938,2.0730684,2.0400791,2,1041
8.2127285,2075,2.071043,1.912376,1.9355842,2.0828776,1,1041
8.1608839,2078,2.0042009,1.9757292,2.0941284,2.0915463,0,1041
7.8185911,4163,1.9811499,1.9398926,2.0486491,2.0188406,-1,1041
7.8970885,4166,1.9122905,1.9196397,2.0132298,2.0183213,-1,1042
8.2127285,2075,2.071043,1.912376,1.9355842,2.0828776,2,1042
8.1608839,2078,2.0042009,1.9757292,2.0941284,2.0915463,1,1042
7.8141661,2079,2.0396767,1.9183782,1.9410852,1.9176124,0,1042
7.8211589,4167,1.9233384,1.924669,2.0541756,2.0913358,-1,1042
7.9122438,4170,2.0560343,1.9354497,2.0914392,1.908021,-1,1043
8.1608839,2078,2.0042009,1.9757292,2.0941284,2.0915463,2,1043
7.8141661,2079,2.0396767,1.9183782,1.9410852,1.9176124,1,1043
