glue_weight,item_id,x1_dist,x2_dist,y1_dist,y2_dist,station_id,time
7.9449396,14,2.0223038,1.9363326,1.9934523,2.0203185,2,11
7.8101544,15,1.9754924,1.903731,2.0280664,2.0782762,1,11
8.0972424,18,1.9346179,1.9008868,1.9219877,2.0873535,0,11
7.9397006,43,2.0356281,1.9918156,2.0473754,1.96421,-1,11
8.0606842,46,2.0238962,1.9813182,1.9667344,2.0744848,-1,12
7.8101544,15,1.9754924,1.903731,2.0280664,2.0782762,2,12
8.0972424,18,1.9346179,1.9008868,1.9219877,2.0873535,1,12
7.9216642,19,2.0638523,2.0080187,1.9154874,1.9266979,0,12
7.8631296,47,1.9907327,1.9360689,1.9538574,2.076045,-1,12
7.9733605,50,1.9928598,1.9787868,2.0628593,2.0815217,-1,13
8.0972424,18,1.9346179,1.9008868,1.9219877,2.0873535,2,13
7.9216642,19,2.0638523,2.0080187,1.9154874,1.9266979,1,13
7.8727164,22,1.950781,2.0824971,1.9704924,1.9594886,0,13
8.035079,51,1.909891,2.0429082,1.979622,1.9100093,-1,13
7.517211,54,1.9643371,1.9010488,2.0401173,1.9087014,-1,14
7.9216642,19,2.0638523,2.0080187,1.9154874,1.9266979,2,14
7.8727164,22,1.950781,2.0824971,1.9704924,1.9594886,1,14
7.542738,23,2.0553527,1.9007783,2.0939391,1.9662063,0,14
8.1717272,55,1.9901965,2.0451376,2.0041792,1.9040939,-1,14
7.7788677,58,1.9386555,1.9526429,2.0184216,2.0729048,-1,15
7.8727164,22,1.950781,2.0824971,1.9704924,1.9594886,2,15
7.542738,23,2.0553527,1.9007783,2.0939391,1.9662063,1,15
7.8369336,26,1.9612985,2.0306983,1.9694134,2.082916,0,15
7.9205742,59,1.9035574,2.0861268,2.0047259,2.0345051,-1,15
7.8175774,62,2.0096505,1.9303868,1.9074702,1.9527975,-1,16
7.542738,23,2.0553527,1.9007783,2.0939391,1.9662063,2,16
7.8369336,26,1.9612985,2.0306983,1.9694134,2.082916,1,16
7.8006954,27,2.0994422,2.0375493,1.9047165,2.0333564,0,16
8.1744976,63,2.0469306,2.0959947,2.0262725,1.9584039,-1,16
8.0275154,66,1.9720603,2.0692434,2.0527878,1.9199115,-1,17
7.8369336,26,1.9612985,2.0306983,1.9694134,2.082916,2,17
7.8006954,27,2.0994422,2.0375493,1.9047165,2.0333564,1,17
7.8984098,30,2.0905638,2.0676832,1.950124,1.9480027,0,17
7.9986,67,2.0019383,2.0922775,1.9943454,2.0368297,-1,17
8.0284672,70,1.9888258,2.0296686,1.9411645,1.9409077,-1,18
7.8006954,27,2.0994422,2.0375493,1.9047165,2.0333564,2,18
7.8984098,30,2.0905638,2.0676832,1.950124,1.9480027,1,18
8.3233271,31,1.9603367,1.9374222,1.9781708,2.0980694,0,18
7.9738879,71,1.9274703,2.0280037,2.0367334,2.0177739,-1,18
7.9297681,74,1.9875672,1.9866248,1.9029945,1.906916,-1,19
7.8984098,30,2.0905638,2.0676832,1.950124,1.9480027,2,19
8.3233271,31,1.9603367,1.9374222,1.9781708,2.0980694,1,19
8.1284552,34,2.0690391,2.0613365,1.9652687,1.9873469,0,19
8.2287102,75,1.9405913,2.0401301,1.9947,2.0120177,-1,19
7.7950091,78,2.000931,1.9418604,2.0775812,2.0515544,-1,20
8.3233271,31,1.9603367,1.9374222,1.9781708,2.0980694,2,20
8.1284552,34,2.0690391,2.0613365,1.9652687,1.9873469,1,20
7.9752278,35,1.9082408,1.9663925,2.0267286,2.0944219,0,20
8.3161421,79,1.9057521,1.9654634,2.0678985,1.9847163,-1,20
7.9092388,82,2.0644515,1.9395213,1.9354186,2.0485041,-1,21
8.1284552,34,2.0690391,2.0613365,1.9652687,1.9873469,2,21
7.9752278,35,1.9082408,1.9663925,2.0267286,2.0944219,1,21
8.2148485,38,2.0095623,2.0958469,1.9908233,2.0088689,0,21
7.9949455,83,1.9382304,1.9539837,2.08798,2.0437551,-1,21
7.8511376,86,2.0570827,1.9729103,2.0661597,2.0344977,-1,22
